TICKER SYMBOL,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,ENTERPRISE VALUE/EBITDA
PLYM,16.75,undefined,-1.517,N/A,undefined, 18.96 
PM,88.69,149.7561854304636,5.16,11.42,1.6885351835659443, 13.22 
PMAR,29.3,undefined,None,,undefined,Not Found!
PMAY,28.795,undefined,None,,undefined,Not Found!
PMF,14.47,undefined,0.596,N/A,undefined,Not Found!
PML,14.65,undefined,0.628,N/A,undefined,Not Found!
PMM,7.97,undefined,0.13,,undefined,Not Found!
PMO,13.26,undefined,0.471,,undefined,Not Found!
PMT,19.47,4.976225165562915,0.27,4.15,0.25558424065551694,Not Found!
PMVC,9.63,undefined,None,,undefined, -739.3 
PMX,12.3,undefined,0.587,N/A,undefined,Not Found!
PNC,177,170.1246304635762,16.972,-1.62,0.9611561043139899,Not Found!
PNF,11.79,undefined,0.377,N/A,undefined,Not Found!
PNI,11.01,undefined,0.397,N/A,undefined,Not Found!
PNM,49.1,40.87847682119206,2.15,4.55,0.832555536073158, 12.04 
PNOV,29.5211,undefined,None,,undefined,Not Found!
PNR,60.84,51.109350993377475,2.139,7.90,0.8400616534085712, 21.06 
PNW,80.27,85.14437086092715,4.87,3.50,1.0607246899330653, 10.25 
POCT,28.3502,undefined,None,,undefined,Not Found!
POR,47.42,54.880529801324506,1.72,13.40,1.157328760044802, 9.85 
POST,105.54,-15.270039735099342,-0.264,31.20,-0.1446848563113449, 16.05 
PPA,71.52,undefined,None,,undefined,Not Found!
PPG,152.34,124.63091788079473,4.453,10.71,0.8181102657266294, 20.65 
PPL,28.73,-21.427417218543045,1.91,-16.20,-0.7458202999840948, 10.76 
PPLT,107.16,undefined,None,,undefined,Not Found!
PPR,4.64,undefined,-0.312,N/A,undefined,Not Found!
PPT,4.77,undefined,-0.228,N/A,undefined,Not Found!
PPTY,31.52,undefined,None,,undefined,Not Found!
PQDI,21.2912,undefined,None,,undefined,Not Found!
PQG,16.65,-37.97140264900662,-2.057,4.17,-2.2805647236640616, -415.87 
PQIN,58.8629,undefined,None,,undefined,Not Found!
PQLC,65.4428,undefined,None,,undefined,Not Found!
PQSG,70.9091,undefined,None,,undefined,Not Found!
PQSV,62.3735,undefined,None,,undefined,Not Found!
PRA,27.05,-170.14246357615895,-3.262,27.30,-6.289924716309018, -8.75 
PREF,20.37,undefined,None,,undefined,Not Found!
PRF,149.8,undefined,None,,undefined,Not Found!
PRG,45.08,undefined,None,15.40,undefined, 0.98 
PRGO,42.1,-32.20960264900663,-1.195,10.00,-0.7650736971260481, 23.68 
PRI,145.52,297.90063046357614,9.568,12.87,2.047145618908577, 11.48 
PRK,130.13,143.18940397350994,7.8,4.10,1.1003565970453388,Not Found!
PRLB,119.05,92.24701986754967,1.89,25.00,0.7748594696980232, 34.3 
PRMW,15.81,-39.82990728476822,-0.849,23.70,-2.519285723261747, 30.35 
PRNT,37.31,undefined,None,,undefined,Not Found!
PRO,42.06,-112.81192052980134,-1.78,35.00,-2.6821664415074022, -35.85 
PROS,12.55,87.57238410596025,6.327,1.00,6.977879211630299, 12.3 
PRSP,29.03,-91.06688741721854,-4.63,5.00,-3.136992332663401, 10.99 
PRT,5.72,4.661523178807948,0.237,5.00,0.8149516046867042, 20.57 
PRTY,6.04,-160.93393377483443,-5.24,12.58,-26.64469102232358, -5.37 
PRU,90.93,-21.577949668874172,-0.998,6.34,-0.23730286669827527, 34.29 
PSA,241.3,233.6880794701987,6.29,17.00,0.9684545357239895, 24.79 
PSB,151.76,undefined,4.52,N/A,undefined, 17.87 
PSCX,21.1257,undefined,None,,undefined,Not Found!
PSEP,28.5701,undefined,None,,undefined,Not Found!
PSF,27.3,undefined,None,,undefined,Not Found!
PSFD,21.546,undefined,None,,undefined,Not Found!
PSFF,20.9602,undefined,None,,undefined,Not Found!
PSI,113.79,undefined,None,,undefined,Not Found!
PSJ,152.99,undefined,None,,undefined,Not Found!
PSK,43.28,undefined,None,,undefined,Not Found!
PSMB,15.7342,undefined,None,,undefined,Not Found!
PSMC,13.365,undefined,None,,undefined,Not Found!
PSMD,21.4,undefined,None,,undefined,Not Found!
PSMG,17.0834,undefined,None,,undefined,Not Found!
PSMM,14.78,undefined,None,,undefined,Not Found!
PSN,38.46,undefined,0.97,N/A,undefined, 14.18 
PSO,10.7,4.220503311258278,0.568,-3.40,0.3944395617998391, 8.52 
PSP,14.38,undefined,None,,undefined,Not Found!
PSQ,14.28,undefined,None,,undefined,Not Found!
PSR,92.4149,undefined,None,,undefined,Not Found!
PST,16.99,undefined,None,,undefined,Not Found!
PSTG,21.15,-96.46874701986755,-1.053,54.38,-4.56117007186135, -33.71 
PSTH,24.24,undefined,None,,undefined,Not Found!
PSTL,16.57,undefined,-0.05,N/A,undefined, 28.61 
PSX,82.44,-9.902185430463577,-9.062,-7.75,-0.12011384559029084, -17.37 
PSXP,29.23,54.88127284768212,3.267,3.03,1.877566638648037, 10.57 
PTA,24.82,undefined,None,,undefined,Not Found!
PTBD,27.16,undefined,None,,undefined,Not Found!
PTEU,22.92,undefined,None,,undefined,Not Found!
PTIN,27.4675,undefined,None,,undefined,Not Found!
PTK,9.75,undefined,None,,undefined, -369.55 
PTLC,34.17,undefined,None,,undefined,Not Found!
PTMC,34.45,undefined,None,,undefined,Not Found!
PTN,0.695,undefined,-0.117,N/A,undefined, -4.11 
PTNQ,51.78,undefined,None,,undefined,Not Found!
PTR,35.4,-7.8675496688741715,1.5,-12.10,-0.22224716578740597, 8.89 
PTY,18.04,undefined,-1.064,N/A,undefined,Not Found!
PUK,43.36,41.610596026490065,1.632,9.00,0.9596539674006012, 18.91 
PULS,49.85,undefined,None,,undefined,Not Found!
PUMP,10.9,3.709986754966888,-1.061,-10.90,0.3403657573364117, 49.71 
PUTW,29.85,undefined,None,,undefined,Not Found!
PVG,10.48,undefined,-0.21,N/A,undefined, 10.26 
PVH,98.25,-69.43281589403975,-15.992,-5.52,-0.706695327165799, -12.96 
PVI,24.895,undefined,None,,undefined,Not Found!
PVL,1.4,-5.669298013245034,0.152,-34.10,-4.04949858088931, 6.44 
PW,43.25,undefined,0.96,N/A,undefined, 46.72 
PWB,65.5546,undefined,None,,undefined,Not Found!
PWC,112.03,undefined,None,,undefined,Not Found!
PWR,83.48,104.93300662251657,3.07,14.96,1.256983788003313, 14.52 
PWS,30.6989,undefined,None,,undefined,Not Found!
PWV,42.2,undefined,None,,undefined,Not Found!
PWZ,27.67,undefined,None,,undefined,Not Found!
PXD,161.31,-166.8707284768212,-1.212,86.00,-1.0344723109343574, 24.76 
PXE,14.72,undefined,None,,undefined,Not Found!
PXF,45.97,undefined,None,,undefined,Not Found!
PXH,21.98,undefined,None,,undefined,Not Found!
PXJ,3.36,undefined,None,,undefined,Not Found!
PXQ,81.3776,undefined,None,,undefined,Not Found!
PYN,9.74,undefined,0.29,N/A,undefined,Not Found!
PYPE,16.3951,undefined,None,,undefined,Not Found!
PZA,26.73,undefined,None,,undefined,Not Found!
PZC,10.5299,undefined,0.562,N/A,undefined,Not Found!
PZD,73.42,undefined,None,,undefined,Not Found!
PZG,0.9831,undefined,-0.2,N/A,undefined, -6.71 
PZN,10.18,20.6341059602649,0.515,19.00,2.026925929299106, 11.46 
PZT,25.73,undefined,None,,undefined,Not Found!
QAI,31.64,undefined,None,,undefined,Not Found!
QARP,36.3205,undefined,None,,undefined,Not Found!
QD,2.26,1.1565298013245036,0.245,-5.26,0.5117388501435857, -0.75 
QDEC,20.1175,undefined,None,,undefined,Not Found!
QDEF,50.26,undefined,None,,undefined,Not Found!
QDF,52.56,undefined,None,,undefined,Not Found!
QDIV,29.2472,undefined,None,,undefined,Not Found!
QDYN,55.3058,undefined,None,,undefined,Not Found!
QED,23.3317,undefined,None,,undefined,Not Found!
QEFA,71.83,undefined,None,,undefined,Not Found!
QEMM,66.0985,undefined,None,,undefined,Not Found!
QGEN,49.06,53.90058278145697,1.53,15.68,1.0986665874736439, 17.39 
QGRO,62.2061,undefined,None,,undefined,Not Found!
QID,27.48,undefined,None,,undefined,Not Found!
QINT,49.6223,undefined,None,,undefined,Not Found!
QLC,42.7516,undefined,None,,undefined,Not Found!
QLD,111.73,undefined,None,,undefined,Not Found!
QLS,25.6363,undefined,None,,undefined,Not Found!
QLTA,55.355,undefined,None,,undefined,Not Found!
QLV,46.0182,undefined,None,,undefined,Not Found!
QLVD,26.6058,undefined,None,,undefined,Not Found!
QLVE,26.68,undefined,None,,undefined,Not Found!
QMJ,58.1702,undefined,None,,undefined,Not Found!
QMN,27.2148,undefined,None,,undefined,Not Found!
QMOM,49.91,undefined,None,,undefined,Not Found!
QPT,23.663,undefined,None,,undefined,Not Found!
QPX,25.0308,undefined,None,,undefined,Not Found!
QQH,40.18,undefined,None,,undefined,Not Found!
QQQE,74.94,undefined,None,,undefined,Not Found!
QRFT,37.2104,undefined,None,,undefined,Not Found!
QS,45.99,undefined,None,N/A,undefined, -14.34 
QSR,66.64,64.32849536423842,1.598,19.13,0.9653135558859307, 21.97 
QSY,111.897,undefined,None,,undefined,Not Found!
QTS,61.66,-109.82283443708607,-0.472,151.20,-1.7811033804263068, 32.07 
QTUM,45.54,undefined,None,,undefined,Not Found!
QTWO,101.02,-165.38376158940397,-2.646,34.40,-1.6371388001326863, -103.54 
QUAD,3.92,-49.88026490066225,-2.536,5.00,-12.724557372617921, 8.17 
QUAL,119.47,undefined,None,,undefined,Not Found!
QULL,26.1219,undefined,None,,undefined,Not Found!
QUOT,14.75,-30.021258278145698,-0.723,20.00,-2.0353395442810642, -94.71 
QUS,109.44,undefined,None,,undefined,Not Found!
QVAL,31.9505,undefined,None,,undefined,Not Found!
QWLD,96.1586,undefined,None,,undefined,Not Found!
R,72.46,23.891912582781462,-2.346,-15.49,0.3297255393704315, 4.77 
RA,20.6,undefined,None,,undefined,Not Found!
RAAX,23.5924,undefined,None,,undefined,Not Found!
RACE,203.95,163.5481748344371,3.914,20.18,0.80190328430712, 38.84 
RAD,18.57,-51.96392715231789,-7.415,-3.69,-2.7982728676530906, 16.3 
RAFE,28.8157,undefined,None,,undefined,Not Found!
RALS,32.88,undefined,None,,undefined,Not Found!
RAMP,51.75,-40.64900662251656,-0.93,21.50,-0.7854880506766485, -37.99 
RAVI,76.17,undefined,None,,undefined,Not Found!
RAYC,25.19,undefined,None,,undefined,Not Found!
RBA,57.03,34.77748344370861,1.54,7.00,0.6098103356778645, 18.59 
RBC,143.88,125.06490066225165,4.64,10.00,0.869230613443506, 15.54 
RBIN,26.9713,undefined,None,,undefined,Not Found!
RBND,24.2588,undefined,None,,undefined,Not Found!
RBUS,35.3675,undefined,None,,undefined,Not Found!
RC,13.75,26.767720529801327,0.809,14.21,1.9467433112582784,Not Found!
RCD,138.73,undefined,None,,undefined,Not Found!
RCG,2.58,undefined,-0.084,,undefined,Not Found!
RCI,48.44,56.465666225165556,2.502,6.99,1.1656826223196854, 8.58 
RCL,83.45,-2648.392052980133,-27.05,58.70,-31.736273852368278, -10.36 
RCS,7.18,undefined,0.312,N/A,undefined,Not Found!
RCUS,33.43,undefined,-2.242,N/A,undefined, -13.37 
RDFI,28.2076,undefined,None,,undefined,Not Found!
RDIV,39.5,undefined,None,,undefined,Not Found!
RDN,22.08,62.9112582781457,2,13.09,2.8492417698435557, 10.54 
RDOG,43.78,undefined,None,,undefined,Not Found!
RDY,60.21,17.753562913907288,1.766,-1.60,0.2948607027720858, 17.99 
RE,247.86,758.2010066225165,12.78,32.22,3.058988972091166, 17.88 
REC,24.4984,undefined,None,,undefined,Not Found!
RECS,26.2233,undefined,None,,undefined,Not Found!
REET,25.36,undefined,None,,undefined,Not Found!
REGL,69.51,undefined,None,,undefined,Not Found!
REI,2.41,-230.69403973509935,-3.48,37.00,-95.72366793987524, -2.8 
REK,10.6261,undefined,None,,undefined,Not Found!
RELX,25.16,19.91014569536424,0.876,7.10,0.7913412438539046, 16.94 
REM,34.97,undefined,None,,undefined,Not Found!
REML,6.79,undefined,None,,undefined,Not Found!
REMX,69.61,undefined,None,,undefined,Not Found!
RENN,10.25,1480.662794701987,-5.771,-184.60,144.45490680019384, -22.68 
RES,5.14,-88.14569536423842,-1,52.00,-17.14896796969619, -5.21 
RESD,29.4397,undefined,None,,undefined,Not Found!
RESE,36.7487,undefined,None,,undefined,Not Found!
RESP,42.683,undefined,None,,undefined,Not Found!
RETL,180.54,undefined,None,,undefined,Not Found!
REV,12.28,-227.98192052980133,-11.591,5.00,-18.565302974739524, -52.89 
REVG,18.32,-47.75226754966887,-0.334,89.63,-2.6065648225801787, 55.45 
REVS,18.777,undefined,None,,undefined,Not Found!
REW,13.4668,undefined,None,,undefined,Not Found!
REX,86.78,11.707350993377483,0.487,8.00,0.13490840047680897, 18.74 
REXR,50.56,13.692450331125828,0.508,10.00,0.27081586889093806, 36.69 
REZ,73.8,undefined,None,,undefined,Not Found!
REZI,28.25,36.75894039735099,0.29,78.50,1.3012014299947252, 19.45 
RF,20.76,-19.658675496688748,1.03,-21.60,-0.9469496867383789,Not Found!
RFCI,25.2799,undefined,None,,undefined,Not Found!
RFDA,39.83,undefined,None,,undefined,Not Found!
RFFC,40.4641,undefined,None,,undefined,Not Found!
RFG,212.0489,undefined,None,,undefined,Not Found!
RFI,14.08,undefined,-0.101,N/A,undefined,Not Found!
RFL,43.28,undefined,-1.08,,undefined, -102.97 
RFM,22.05,undefined,None,,undefined,Not Found!
RFP,9.45,1.4720476821192057,0.116,0.21,0.15577224149409585, 5.11 
RFUN,25.635,undefined,None,,undefined,Not Found!
RFV,89.0709,undefined,None,,undefined,Not Found!
RGA,125.49,84.57907284768211,6.31,0.70,0.6739905398651854, 12.07 
RGI,174.0097,undefined,None,,undefined,Not Found!
RGR,65.49,undefined,5.09,N/A,undefined, 7.02 
RGS,12.31,-140.24781456953642,-5.834,8.00,-11.392998746509862, -7.6 
RGT,14.1,undefined,None,,undefined,Not Found!
RH,529.08,419.3753642384106,9.96,20.40,0.7926501932380936, 24.39 
RHE,4.77,undefined,-4.694,,undefined, 23.49 
RHI,75.18,44.05827814569537,2.7,2.70,0.5860372192829923, 20.26 
RHP,78.2,-265.6491841059603,-7.594,15.51,-3.397048390101794, -68.7 
RHS,156.3378,undefined,None,,undefined,Not Found!
RICE,9.95,undefined,None,70.00,undefined,Not Found!
RIG,3.38,-17.866039735099342,-0.922,4.80,-5.285810572514598, 9.03 
RIGS,24.62,undefined,None,,undefined,Not Found!
RINF,29.7903,undefined,None,,undefined,Not Found!
RIO,75.06,12.234331125827818,5.998,-7.10,0.16299401979520142, 6.11 
RISN,26.5902,undefined,None,,undefined,Not Found!
RIV,17.21,undefined,None,,undefined,Not Found!
RJA,6.87,undefined,None,,undefined,Not Found!
RJF,121.24,177.45788609271523,6.164,11.26,1.463690911355289,Not Found!
RJI,5.45,undefined,None,,undefined,Not Found!
RJN,1.98,undefined,None,,undefined,Not Found!
RJZ,10.4,undefined,None,,undefined,Not Found!
RKT,22.47,undefined,None,26.83,undefined,Not Found!
RL,118.3,-79.06979205298013,-4.029,4.97,-0.6683837028992403, -295.87 
RLGT,6.58,11.284688741721856,0.234,24.60,1.7149982890154798, 10.11 
RLGY,14.81,-165.08158940397354,-3.13,27.70,-11.14662993949855, -32.39 
RLI,113.93,92.25139072847684,3.46,9.80,0.8097199221318075, 26.48 
RLJ,15.41,2.2833377483443695,-2.612,-9.10,0.14817246906842113, -70.15 
RLX,9.18,undefined,None,N/A,undefined, 1252.13 
RLY,26.3763,undefined,None,,undefined,Not Found!
RM,35.1,113.64238410596028,2.4,24.00,3.2376747608535688,Not Found!
RMAX,38.25,114.07947019867551,0.6,122.00,2.9824698091156994, 15.21 
RMD,187.53,213.551523178808,4.79,22.10,1.138759255472767, 27.08 
RMED,5.44,undefined,-21.215,N/A,undefined, 0.06 
RMI,21.86,undefined,None,,undefined,Not Found!
RMM,18.47,undefined,None,,undefined,Not Found!
RMT,11.18,undefined,2.86,N/A,undefined,Not Found!
RNG,299.7,-32.824466225165565,-0.936,15.57,-0.1095244118290476, 633.37 
RNGR,5.51,-29.088079470198675,-1.21,8.00,-5.27914327952789, 10.01 
RNP,23.95,undefined,0.378,N/A,undefined,Not Found!
RNR,163.08,716.2443841059604,15.31,23.61,4.391981751937457, 7.63 
ROAM,23.5213,undefined,None,,undefined,Not Found!
ROBO,62.31,undefined,None,,undefined,Not Found!
RODE,27.593,undefined,None,,undefined,Not Found!
RODI,88.153,undefined,None,,undefined,Not Found!
RODM,29.64,undefined,None,,undefined,Not Found!
ROG,181.99,110.86688741721855,2.67,20.00,0.6091921941712102, 23.16 
ROK,264.65,311.11496688741727,11.18,10.60,1.1755713844225102, 19.05 
ROKT,39.57,undefined,None,,undefined,Not Found!
ROL,33.91,12.895496688741725,0.53,8.20,0.38028595366386686, 38.05 
ROM,71.12,undefined,None,,undefined,Not Found!
ROMO,25.87,undefined,None,,undefined,Not Found!
ROOF,24.0768,undefined,None,,undefined,Not Found!
ROP,403.35,238.11867549668875,8.98,9.70,0.590352486665895, 26.88 
RORO,22.54,undefined,None,,undefined,Not Found!
ROSC,37.2407,undefined,None,,undefined,Not Found!
ROUS,37.1383,undefined,None,,undefined,Not Found!
RPAI,10.66,0.3914397350993378,0.067,-4.49,0.03672042543145758, 15.92 
RPAR,22.76,undefined,None,,undefined,Not Found!
RPG,158.06,undefined,None,,undefined,Not Found!
RPLA,9.53,undefined,-0.031,,undefined, -143.57 
RPM,91.58,115.01075496688743,3.296,15.45,1.2558501306714067, 17.92 
RPT,11.66,-1.387180132450331,-0.213,-4.03,-0.11896913657378481, 17.59 
RPV,73.99,undefined,None,,undefined,Not Found!
RQI,13.67,undefined,-0.579,N/A,undefined,Not Found!
RRC,10.18,-173.4248344370861,-2.95,31.85,-17.03583835334834, -131.3 
RRD,4.16,6.924900662251657,1.358,-5.00,1.664639582272033, 7.01 
RS,146.72,149.09414569536423,5.66,9.58,1.0161814728419045, 13.06 
RSG,99.09,71.28,3.02,7.70,0.7193460490463215, 15.6 
RSI,15.96,undefined,None,N/A,undefined,Not Found!
RSP,139.56,undefined,None,,undefined,Not Found!
RSX,24.98,undefined,None,,undefined,Not Found!
RSXJ,35.4748,undefined,None,,undefined,Not Found!
RTAI,26.6152,undefined,None,,undefined,Not Found!
RTM,153.9644,undefined,None,,undefined,Not Found!
RTP,10.1,undefined,None,,undefined,Not Found!
RTX,77.53,undefined,None,23.66,undefined, 46.75 
RUSL,22.2,undefined,None,,undefined,Not Found!
RVI,17.3,undefined,-4.724,N/A,undefined, -54.52 
RVLV,44.85,-5.662931125827816,-0.171,14.23,-0.1262637932180115, 46.36 
RVNU,28.8376,undefined,None,,undefined,Not Found!
RVP,11.45,undefined,0.5,N/A,undefined, 23.89 
RVRS,21.349,undefined,None,,undefined,Not Found!
RVT,17.61,undefined,3.137,N/A,undefined,Not Found!
RWGV,97.2083,undefined,None,,undefined,Not Found!
RWJ,111.86,undefined,None,,undefined,Not Found!
RWK,83.81,undefined,None,,undefined,Not Found!
RWL,68.73,undefined,None,,undefined,Not Found!
RWM,22.51,undefined,None,,undefined,Not Found!
RWO,46.99,undefined,None,,undefined,Not Found!
RWR,94.43,undefined,None,,undefined,Not Found!
RWT,10.32,18.73823046357616,-5.124,-11.01,1.8157200061604803,Not Found!
RWVG,57.02,undefined,None,,undefined,Not Found!
RWX,34.24,undefined,None,,undefined,Not Found!
RXD,9.1553,undefined,None,,undefined,Not Found!
RXI,159.7291,undefined,None,,undefined,Not Found!
RXL,77.0593,undefined,None,,undefined,Not Found!
RXN,46.59,37.46585430463576,1.28,11.59,0.8041608565064554, 20.02 
RY,92.17,140.60616688741723,6.451,6.46,1.5255090255768387,Not Found!
RYAM,9.03,-2.1766887417218546,0.009,-174.50,-0.24105080196255313, 9.01 
RYB,3.71,-127.89404238410596,-1.681,43.72,-34.472787704610774, -4.68 
RYE,40.32,undefined,None,,undefined,Not Found!
RYF,55.57,undefined,None,,undefined,Not Found!
RYH,263.5671,undefined,None,,undefined,Not Found!
RYI,16.43,-22.205867549668877,-1.73,0.31,-1.3515439774600655, 36.47 
RYJ,57.1238,undefined,None,,undefined,Not Found!
RYLD,23.8189,undefined,None,,undefined,Not Found!
RYN,31.51,5.408940397350995,0.275,5.00,0.17165789899558853, 25.75 
RYT,260.03,undefined,None,,undefined,Not Found!
RYU,102.5,undefined,None,,undefined,Not Found!
RZG,154.3995,undefined,None,,undefined,Not Found!
RZV,85.97,undefined,None,,undefined,Not Found!
SA,16.33,undefined,-0.184,N/A,undefined, -106.43 
SAA,142.99,undefined,None,,undefined,Not Found!
SACH,5.19,undefined,0.331,N/A,undefined,Not Found!
SAFE,70.04,77.39046357615894,1.17,36.90,1.1049466530005558, 40.08 
SAH,50.06,-15.954370860927153,-1.21,0.55,-0.31870497125303937, 31.21 
SAIC,95.89,107.36582781456954,3.56,12.20,1.1196770029676666, 13.16 
SAIL,50.71,-4.108609271523179,-0.12,15.00,-0.08102167760842395, 211.33 
SAM,1077.36,896.0134649006625,15.534,31.09,0.8316750806607471, 44.57 
SAN,3.39,4.658113907284768,-0.642,-13.48,1.3740748989040614,Not Found!
SAND,6.67,undefined,0.07,N/A,undefined, 19.48 
SAP,121.48,86.59688079470199,5.191,2.95,0.7128488705523707, 13.12 
SAR,24.91,undefined,2.887,N/A,undefined,Not Found!
SAVE,36.87,297.2165033112583,-5.062,-48.80,8.061201608659026, -28.18 
SB,2.69,-8.097019867549669,-0.247,14.00,-3.0100445604273864, 94.76 
SBB,18.5047,undefined,None,,undefined,Not Found!
SBE,32.92,undefined,None,,undefined,Not Found!
SBG,9.86,undefined,None,,undefined,Not Found!
SBH,20.19,57.84921854304636,1.034,29.90,2.8652411363569272, 10.94 
SBI,9.2,undefined,0.292,,undefined,Not Found!
SBIO,49.98,undefined,None,,undefined,Not Found!
SBM,11.21,undefined,None,,undefined,Not Found!
SBOW,7.89,-511.2727152317881,-25.994,5.00,-64.80009065041675, -2.71 
SBR,30.02,undefined,2.28,N/A,undefined, 11.67 
SBS,7.27,7.248912582781458,0.259,10.71,0.9970993924046022, 8.68 
SBSW,17.55,undefined,None,53.60,undefined, 0.77 
SBUG,35.9146,undefined,None,,undefined,Not Found!
SC,26.46,40.58780000000001,2.869,1.21,1.5339304610733184,Not Found!
SCC,10.8457,undefined,None,,undefined,Not Found!
SCCO,65.82,46.69416953642386,2.031,7.28,0.7094222050504992, 15.08 
SCD,12.34,undefined,-1.244,N/A,undefined,Not Found!
SCDL,29.4531,undefined,None,,undefined,Not Found!
SCHA,97.95,undefined,None,,undefined,Not Found!
SCHB,95.04,undefined,None,,undefined,Not Found!
SCHC,39.25,undefined,None,,undefined,Not Found!
SCHD,72,undefined,None,,undefined,Not Found!
SCHE,30.88,undefined,None,,undefined,Not Found!
SCHF,37.47,undefined,None,,undefined,Not Found!
SCHG,126.89,undefined,None,,undefined,Not Found!
SCHH,40.7,undefined,None,,undefined,Not Found!
SCHI,51.4653,undefined,None,,undefined,Not Found!
SCHJ,50.98,undefined,None,,undefined,Not Found!
SCHK,38.74,undefined,None,,undefined,Not Found!
SCHM,73.25,undefined,None,,undefined,Not Found!
SCHO,51.32,undefined,None,,undefined,Not Found!
SCHP,61.36,undefined,None,,undefined,Not Found!
SCHQ,47.85,undefined,None,,undefined,Not Found!
SCHR,56.72,undefined,None,,undefined,Not Found!
SCHV,64.49,undefined,None,,undefined,Not Found!
SCHW,65.13,55.16492715231789,2.12,9.36,0.8469971925735896,Not Found!
SCHX,94.52,undefined,None,,undefined,Not Found!
SCHZ,54.05,undefined,None,,undefined,Not Found!
SCI,49.96,81.23507284768212,2.88,10.86,1.6260022587606509, 12.26 
SCJ,82.96,undefined,None,,undefined,Not Found!
SCL,126.17,102.43112582781458,5.45,4.40,0.8118500897821557, 10.87 
SCM,12.62,undefined,1.037,N/A,undefined,Not Found!
SCO,7.39,undefined,None,,undefined,Not Found!
SCPE,10.06,undefined,None,,undefined, -256.64 
SCS,14.44,5.929801324503312,0.22,10.00,0.41065106125369194, 13.92 
SCU,21.05,25.344582781456957,1.57,2.58,1.2040181843922544, 7.47 
SCVX,9.99,undefined,None,,undefined, -612.79 
SCX,6.45,undefined,-2.272,N/A,undefined, -5.96 
SD,3.95,-152.846821192053,-7.771,5.00,-38.69539777014, -0.65 
SDCI,18.1449,undefined,None,,undefined,Not Found!
SDD,7.03,undefined,None,,undefined,Not Found!
SDEF,20.2174,undefined,None,,undefined,Not Found!
SDEI,23.8925,undefined,None,,undefined,Not Found!
SDEM,11.76,undefined,None,,undefined,Not Found!
SDGA,26.0496,undefined,None,,undefined,Not Found!
SDIV,13.62,undefined,None,,undefined,Not Found!
SDOG,51.02,undefined,None,,undefined,Not Found!
SDOW,10.07,undefined,None,,undefined,Not Found!
SDP,17.38,undefined,None,,undefined,Not Found!
SDPI,0.8285,undefined,-0.134,N/A,undefined, 346.58 
SDS,11.14,undefined,None,,undefined,Not Found!
SDY,117.22,undefined,None,,undefined,Not Found!
SE,202.61,undefined,-3.39,N/A,undefined, -80.63 
SEAS,51.27,-232.5301509933775,-3.994,31.46,-4.535403764255461, -64.18 
SEB,3589.99,undefined,243.645,N/A,undefined, 8.53 
SECT,37.57,undefined,None,,undefined,Not Found!
SEE,45.91,75.55484768211922,3.221,7.60,1.6457165689853892, 10.72 
SEF,14.1861,undefined,None,,undefined,Not Found!
SEIX,24.7356,undefined,None,,undefined,Not Found!
SEM,33.93,73.78240529801326,1.927,17.78,2.174547754141269, 10.75 
SENS,2.88,-45.48813245033113,-0.769,32.10,-15.794490434142753, -6.86 
SENT,25.3006,undefined,None,,undefined,Not Found!
SEPZ,27.4033,undefined,None,,undefined,Not Found!
SF,63.59,-4.6669139072847665,4.16,-9.27,-0.07339068890210357,Not Found!
SFE,7.01,undefined,-1.813,N/A,undefined, -3.6 
SFHY,49.3822,undefined,None,,undefined,Not Found!
SFIG,51.285,undefined,None,,undefined,Not Found!
SFL,8.16,-2.4010596026490063,-2.06,-7.70,-0.2942475003246331, -88.07 
SFTW,10.44,undefined,None,,undefined, -144.59 
SFUN,12.18,267.3072847682119,-0.7,-270.60,21.94641090051001, -53.72 
SFY,14.24,undefined,None,,undefined,Not Found!
SFYF,29.6327,undefined,None,,undefined,Not Found!
SFYX,13.3,undefined,None,,undefined,Not Found!
SGDJ,41.36,undefined,None,,undefined,Not Found!
SGDM,26.59,undefined,None,,undefined,Not Found!
SGG,47.225,undefined,None,,undefined,Not Found!
SGOL,16.59,undefined,None,,undefined,Not Found!
SGOV,100.02,undefined,None,,undefined,Not Found!
SGU,10.34,undefined,1.278,N/A,undefined, 5.16 
SH,17.05,undefined,None,,undefined,Not Found!
SHAG,50.99,undefined,None,,undefined,Not Found!
SHAK,115.09,-4.0360529801324505,-1.14,-6.07,-0.03506866782633113, 905.44 
SHE,93.7104,undefined,None,,undefined,Not Found!
SHG,31.73,9.458834437086091,5.902,-7.40,0.29810382720094836,Not Found!
SHI,22.62,9.703311258278147,0.9,-1.10,0.42897043582131505, -25.21 
SHLX,12.85,30.30166357615894,1.123,10.02,2.358106114876182, 10.95 
SHM,49.52,undefined,None,,undefined,Not Found!
SHO,12.33,-80.02405298013245,-1.934,19.90,-6.49019083374959, -15.71 
SHOP,1061.68,173.58145695364237,2.59,37.50,0.16349696420168258, 401.16 
SHW,739.21,593.849642384106,22.08,9.96,0.8033571547788937, 22.55 
SHYD,24.94,undefined,None,,undefined,Not Found!
SHYG,45.61,undefined,None,,undefined,Not Found!
SHYL,47.6521,undefined,None,,undefined,Not Found!
SI,127.47,undefined,1.36,N/A,undefined,Not Found!
SID,5.88,8.222594701986756,0.499,2.81,1.3984004595215571, 14.4 
