TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ENTERPRISE VALUE/EBITDA,EV/EBITDA (YFIANACE),ENTERPRISE VALUE,EV(YFINANCE),FREE CASH_FLOW (MIL),TOTAL LIABILITIES (MIL),PRICE/FIFTY TWO WEEK LOW,DAY LOW/FIFTY TWO WEEK LOW,DAY LOW,FIFTY TWO WEEK LOW,PERCENT SHORT OF FLOAT,ALTMAN Z-SCORE
RC$E,,,,Key Error,,,,,,,,Not Found!,Not Found!,,,,,,Not Found!
RCD,Invesco S&P 500 Equal Weight Co,149.15,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.517293997965412,1.5197355035605289,149.39,98.3,,Not Found!
RCG,153389,2.42,undefined,-0.084,,undefined,1.2324297,Not Found!,None, 14.57 Mil ,15096434,$1.18,$0.08,1.9206349206349205,1.9325396825396826,2.435,1.26,0.0011,
RCB,,,,Key Error,,,,,,,,Not Found!,Not Found!,,,,,,Not Found!
RCC,,,,Key Error,,,,,,,,Not Found!,Not Found!,,,,,,Not Found!
RCUS,"Arcus Biosciences, Inc.",28.88,undefined,-2.242,N/A,undefined,3.8268085, -7.39 ,-13.273, 1.44 Bil ,1607116416,$13.77,$294.22,1.7303774715398441,1.7243858597962851,28.78,16.69,0.113900006,3.75 
RCI,"Rogers Communication, Inc.",50.17,68.07644046692607,2.567,6.99,1.3569152973276075,2.54437, 8.93 ,8.008, 40.22 Bil ,45419331584,$944,"$22,566",1.3258456659619449,1.3239957716701902,50.1,37.84,None,1.26 
RCL,D/B/A Royal Caribbean Cruises L,80.82,-2551.7068949416343,-22.179,58.70,-31.572715849314953,2.6897109, -13.76 ,-17.329, 38.62 Bil ,38724509696,"$-4,811.80","$25,807.95",1.5745178258328463,1.573543736606273,80.77,51.33,0.0673,0.24 
RCS,"PIMCO Strategic Income Fund, In",8.04,undefined,0.312,N/A,undefined,1.210837,Not Found!,None, 522.04 Mil ,500870016,$108.65,"$1,300.53",1.3245469522240525,1.3097199341021417,7.95,6.07,None,
RDIV,,,,Key Error,,,,Not Found!,,Not Found!,,Not Found!,Not Found!,,,,,,Not Found!
RDOG,ALPS ETF Trust ALPS REIT Divide,49.3808,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.5138197424892705,1.5351992642550585,50.0782,32.62,,Not Found!
RDN,Radian Group Inc.,23.49,102.92284824902725,1.933,22.60,4.381560163858121,1.0809468, 7.29 ,8.083, 5.74 Bil ,4925665280,$618,"$3,675",1.7145985401459853,1.7080291970802919,23.4,13.7,0.0373,
RDFI,Rareview Dynamic Fixed Income E,29.7063,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.2070824867939862,1.2088581877285656,29.75,24.61,,Not Found!
RDS-A,Royal Dutch Shell PLC Royal Dut,39.42,-116.16000000000001,-4.112,8.00,-2.9467275494672758,0.95783615,,9.183,,235245551616,Not Found!,Not Found!,1.7087126137841353,1.7217165149544862,39.72,23.07,None,Not Found!
RECS,,,,Key Error,,,,Not Found!,,Not Found!,,Not Found!,Not Found!,,,,,,Not Found!
REC,Emles Real Estate Credit ETF,25.015,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.0248269081076653,1.0260559629644805,25.045,24.409,,Not Found!
RDS-B,Royal Dutch Shell PLC Royal Dut,38.98,-91.52000000000002,-4.112,4.50,-2.3478707029245776,0.9471407,,8.895,,227852550144,Not Found!,Not Found!,1.7888939880679209,1.802661771454796,39.28,21.79,None,Not Found!
RE,"Everest Re Group, Ltd.",266.37,2905.2266412451368,20.947,72.51,10.906733645850272,1.1090183, 7.28 ,None, 11.49 Bil ,10222150656,"$3,397","$24,953",1.3799409418225146,1.3670413925296585,263.88,193.03,0.0172,
RDY,Dr. Reddy's Laboratories Ltd,60.19,18.34594552529183,1.553,-1.60,0.30480055699105885,0.05893334, 19.93 ,0.361, 10.36 Bil ,15548394496,$101,"$1,360",1.046054918317692,1.0689954814042406,61.51,57.54,None,6.66 
REET,iShares Trust iShares Global RE,28.67,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.4313529705441836,1.438841737393909,28.82,20.03,,Not Found!
REGL,ProShares S&P MidCap 400 Divide,71.46,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.39761392528848,1.3983962448660276,71.5,51.13,,Not Found!
REK,ProShares Short Real Estate,8.8919,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.0115927189988625,1.001137656427759,8.8,8.79,,Not Found!
REI,"Ring Energy, Inc.",2.21,-305.44132295719845,-3.921,37.00,-138.2087434195468,0.84471595, -4.43 ,8.048, 533.83 Mil ,601106432,$38.3,$415.0,5.1395348837209305,5.186046511627907,2.23,0.43,0.1392,-0.93 
REML,Credit Suisse AG Credit Suisse ,7,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,2.0172910662824206,2.023083573487032,7.0201,3.47,,Not Found!
REM,iShares Trust iShares Mortgage ,36.56,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.505146150679292,1.5080279950596955,36.63,24.29,,Not Found!
REPX,"Riley Exploration Permian, Inc.",19.11,undefined,-45.948,N/A,undefined,1.912864, -15.96 ,-29.892, 471.71 Mil ,434712704,$36.13,$198.20,2.376865671641791,2.3582089552238807,18.96,8.04,0.0036000002,0.66 
RERE,,,,Key Error,N/A,,, -19.15 ,, 1.61 Bil ,,$0.0,$184.9,,,,,,7.34 
REMX,VanEck Vectors Rare Earth Strat,109.59,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,3.008234971177601,2.9967060115289597,109.17,36.43,,Not Found!
RESD,WisdomTree International ESG Fu,31.5387,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.298423219431865,1.2972293124742693,31.5097,24.29,,Not Found!
RENN,Renren Inc.,10.23,245.11475486381326,-0.813,-184.60,23.960386594703152,2.2757213,Not Found!,-9.612, 257.16 Mil ,252408144,$0.00,$84.93,9.472222222222221,9.277777777777777,10.02,1.08,None,-0.32 
RES,"RPC, Inc.",3.69,-30.141712062256815,-0.291,52.00,-8.168485653728133,1.3704717, 77.3 ,-42.697, 769.44 Mil ,1079713792,$-41.6,$166.1,1.654708520179372,1.6995515695067265,3.79,2.23,0.1164,5.30 
RELX,,,,Key Error,7.10,,, 18.45 ,, 66.45 Bil ,,"$2,110","$15,310",,,,,,2.87 
RESP,WisdomTree U.S. ESG Fund,48.9378,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.4058546394714162,1.412237862683137,49.16,34.81,,Not Found!
RESE,WisdomTree Emerging Markets ESG,36.8192,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.2514173067772416,1.2626605941132485,37.15,29.422,,Not Found!
RETL,Direxion Daily Retail Bull 3X S,223.31,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,5.680164826779264,5.552307066185074,218.2834,39.314,,Not Found!
REV,"Revlon, Inc. New",11.27,-216.45175097276268,-9.365,5.00,-19.20601162136315,None, 22.96 ,37.58, 3.97 Bil ,3900768512,$17,"$4,439",2.845959595959596,2.848484848484848,11.28,3.96,0.191,-0.50 
REVS,Columbia Research Enhanced Valu,20.885,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.2692190823457918,1.2795745973868127,21.0554,16.455,,Not Found!
REW,ProShares UltraShort Technology,8.2071,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.0258875,1.0,8,8,,Not Found!
REX,REX American Resources Corporat,81.3,85.39680933852141,3.023,8.00,1.050391258776401,1.315436, 7.57 ,11.621, 334.44 Mil ,450782912,$15.5,$40.5,1.391884951206985,1.3908577298407807,81.24,58.41,0.0292,11.03 
REVG,"REV Group, Inc.",15.55,22.44085603112841,0.107,114.00,1.4431418669535954,2.0895524, 19.89 ,13.737, 1.36 Bil ,1343511680,$56,$794,2.190140845070423,2.202816901408451,15.64,7.1,0.0349,3.07 
REZ,iShares Residential and Multise,88.28,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.5100923708518645,1.5130003421142662,88.45,58.46,,Not Found!
REXR,,,,Key Error,10.00,,,Not Found!,, 9.77 Bil ,,$118.5,"$1,433.0",,,,,,3.68 
REZI,"Resideo Technologies, Inc.",31.05,49.054007782101166,0.29,90.30,1.5798392200354643,2.3142633, 11.08 ,11.321, 5.26 Bil ,4924593664,$198,"$3,609",3.171603677221655,3.1889683350357507,31.22,9.79,0.0199,2.23 
RF,,,,Key Error,44.80,,,Not Found!,," -1,096,038,000.00 ",,"$2,028","$137,358",,,,,,
RF$B,,,,Key Error,,,,,,,,Not Found!,Not Found!,,,,,,Not Found!
RFDA,RiverFront Dynamic US Dividend ,44.9157,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3484148904232962,1.3563494446112279,45.18,33.31,,Not Found!
RF$E,,,,Key Error,,,,,,,,Not Found!,Not Found!,,,,,,Not Found!
RFI,Cohen & Steers Total Return Rea,16.02,undefined,-0.101,N/A,undefined,1.2373024,Not Found!,None, 425.26 Mil ,417460576,$0.00,$1.23,1.427807486631016,1.428698752228164,16.03,11.22,0.0014,
RFCI,RiverFront Dynamic Core Income ,25.61,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.0195063694267514,1.0207006369426752,25.64,25.12,,Not Found!
RFG,,,,Key Error,,,,Not Found!,,Not Found!,,Not Found!,Not Found!,,,,,,Not Found!
RFFC,RiverFront Dynamic US Flex-Cap ,45.9765,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3781924460431656,1.3839928057553958,46.17,33.36,,Not Found!
RF$C,,,,Key Error,,,,,,,,Not Found!,Not Found!,,,,,,Not Found!
RFM,RiverNorth Flexible Municipal I,23.915,undefined,None,,undefined,None,Not Found!,None, 229.42 Mil ,None,$,$82.79,1.2170483460559798,1.215994910941476,23.8943,19.65,None,
RFMZ,None,21.25,undefined,None,,undefined,None,Not Found!,None, - ,None,$,$0.00,1.0673028628829733,1.064791562029131,21.2,19.91,None,
RFV,,,,Key Error,,,,Not Found!,,Not Found!,,Not Found!,Not Found!,,,,,,Not Found!
RFUN,RiverFront Dynamic Unconstraine,25.665,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.030309112806102,1.0317141710156563,25.7,24.91,,Not Found!
RFL,"Rafael Holdings, Inc.",49.41,undefined,-1.09,,undefined,6.296296, -120.89 ,-76.773, 986.36 Mil ,868073600,$-10.59,$4.95,3.3385135135135133,3.206081081081081,47.45,14.8,0.0228,118.63 
RFP,Resolute Forest Products Inc.,12.31,17.2383439688716,1.156,0.21,1.4003528813055726,0.8728029, 1.73 ,2.984, 1.21 Bil ,1572402816,$645,"$2,441",3.0245700245700244,3.031941031941032,12.34,4.07,0.0418,1.45 
RGI,Invesco S&P 500 Equal Weight In,192.18,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.4810419235511716,1.4890181874229347,193.215,129.76,,Not Found!
RGR,,,,Key Error,N/A,,, 5.69 ,, 1.23 Bil ,,$112.1,$79.7,,,,,,15.87 
RGA,"Reinsurance Group of America, I",116.12,99.38863813229572,6.31,0.70,0.8559131771641036,0.56213987, 6.23 ,9.989, 8.31 Bil ,9125101568,"$3,046","$75,500",1.289505830094392,1.2853970016657412,115.75,90.05,0.0098,
RGT,"Royce Global Value Trust, Inc.",15.68,undefined,None,,undefined,None,Not Found!,None, 93.11 Mil ,None,$92.31,$4.14,1.3390264730999144,1.3475661827497865,15.78,11.71,0.00029999999,
RHE$A,,,,Key Error,,,,,,,,Not Found!,Not Found!,,,,,,Not Found!
RHE,"Regional Health Properties, Inc",7.65,undefined,-5.738,,undefined,None, 39.93 ,31.84, 157.41 Mil ,165184992,$3.40,$96.43,6.793960923623446,6.154529307282416,6.93,1.126,0.0276,-1.02 
RH,RH,709.5,644.7080311284047,13.401,19.60,0.9086793955298164,24.983732, 22.83 ,18.643, 16.36 Bil ,15912429568,$564,"$2,643",2.4297945205479454,2.4074318493150684,702.9701,292,0.1682,4.99 
RGS,Regis Corporation,5.97,-120.00186770428017,-4.248,8.00,-20.10081536085095,4.2227044, -9 ,-12.337, 1.01 Bil ,1135999744,$-130.2,$998.5,1.24375,1.2010416666666666,5.765,4.8,0.2888,-0.03 
RHS,Invesco S&P 500 Equal Weight Co,158.7921,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.162971290464333,1.1631954006152043,158.8227,136.54,,Not Found!
RICE,Rice Acquisition Corp.,16.09,undefined,None,N/A,undefined,85.483864,Not Found!,None, 471.57 Mil ,509319680,$,$0.15,1.6725571725571726,1.6413721413721414,15.79,9.62,0.0479,N/A 
RIGS,RiverFront Strategic Income Fun,24.8,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.0256410256410258,1.0256451612903226,24.8001,24.18,,Not Found!
RIGZ,,,,Key Error,,,,,,,,Not Found!,Not Found!,,,,,,Not Found!
RINF,ProShares Inflation Expectation,29.43,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.1600315333070554,1.1641702798581002,29.535,25.37,,Not Found!
RIO,Rio Tinto Plc,74.02,120.14670817120623,5.998,3.20,1.623165471105191,2.6058419, 3.54 ,6.965, 116.84 Bil ,146564923392,"$17,076","$45,272",1.3363423000541612,1.345188662213396,74.51,55.39,None,3.08 
RISN,Inspire Tactical Balanced ESG E,30.4593,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.22770253929867,1.2337807335751714,30.6101,24.81,,Not Found!
RIG,Transocean Ltd (Switzerland),3.33,-10.132840466926073,-0.445,4.80,-3.042895035112935,0.20039207, 5.68 ,7.2, 8.94 Bil ,9150655488,$396,"$9,886",5.123076923076923,5.1923076923076925,3.375,0.65,0.134,0.31 
RHI,Robert Half International Inc.,102.78,177.01080155642023,2.888,27.30,1.7222300209809325,9.64064, 21.11 ,19.948, 11.39 Bil ,10768988160,$377,"$1,482",2.128390971215573,2.1370884241043697,103.2,48.29,0.0467,7.83 
RHP,"Ryman Hospitality Properties, I",78.7,-268.9194739299611,-6.542,15.51,-3.417019999110052,None, -117.44 ,-119.712, 7.53 Bil ,7321201664,$-78.6,"$3,578.1",2.286461359674608,2.1972690296339334,75.63,34.42,0.0238,0.22 
RIV,RiverNorth Tactical,18.1,undefined,None,,undefined,None,Not Found!,None, 200.48 Mil ,None,$0.00,$15.61,1.3163636363636364,1.3105454545454545,18.02,13.75,0.014199999,
RJA,AB Svensk Ekportkredit (Swedish,7.85,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.4811320754716981,1.4830188679245284,7.86,5.3,,Not Found!
RJI,AB Svensk Ekportkredit (Swedish,6.32,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.5155875299760193,1.5227817745803356,6.35,4.17,,Not Found!
RJF,"Raymond James Financial, Inc.",139.59,357.8844264591441,7.487,19.42,2.563825678480866,2.5832386,Not Found!,None, 16.59 Bil ,4850935808,"$3,397","$49,243",2.0631096659769437,2.0653266331658293,139.74,67.66,0.0187,
RKLY,,,,Key Error,,,, -34.57 ,, 1.05 Bil ,,$,$218.86,,,,,,
RJN,AB Svensk Ekportkredit (Swedish,2.354,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.8248062015503876,1.8604651162790697,2.4,1.29,,Not Found!
RJZ,,,,Key Error,,,,Not Found!,,Not Found!,,Not Found!,Not Found!,,,,,,Not Found!
RKTA,,,,Key Error,,,, -2288.91 ,, 322.74 Mil ,,$,$24.76,,,,,,
RLGT,"Radiant Logistics, Inc.",6.5,18.70085603112841,0.33,24.60,2.877054774019755,2.1868854, 9.14 ,7.552, 388.40 Mil ,353699360,$25.8,$177.3,1.3131313131313131,1.317171717171717,6.52,4.95,0.0208,4.52 
RL,Ralph Lauren Corporation,116.3,-233.47821011673156,-1.65,74.15,-2.007551247779291,3.3252761, 15.41 ,21.467, 9.27 Bil ,9595624448,$584,"$5,244",1.7837423312883434,1.7797546012269938,116.04,65.2,0.0602,3.20 
RKT,"Rocket Companies, Inc.",17.78,undefined,None,-30.26,undefined,None,Not Found!,2.403, 17.71 Bil ,30783950848,"$2,665","$27,434",1.0961775585696671,1.0807151664611592,17.5292,16.22,0.0917,
RLY,,,,Key Error,,,,Not Found!,,Not Found!,,Not Found!,Not Found!,,,,,,Not Found!
RLJ$A,,,,Key Error,,,,,,,,Not Found!,Not Found!,,,,,,Not Found!
RLI,RLI Corp.,107.98,200.20342412451367,6.39,9.80,1.854078756478178,4.3337507, 14.31 ,13.491, 5.06 Bil ,4748120576,$338,"$3,039",1.3298029556650246,1.3327586206896551,108.22,81.2,0.0312,
RLJ,RLJ Lodging Trust,14.57,2.600964980544746,-2.532,-9.10,0.17851509818426534,1.0467465, -129.42 ,-1726.666, 4.68 Bil ,4687898624,$-138.4,"$2,716.6",1.8800000000000001,1.7916129032258064,13.885,7.75,0.0548,0.40 
RLGY,Realogy Holdings Corp.,17.35,71.95489494163427,1.161,27.70,4.147256192601398,1.1543703, 9.13 ,7.999, 5.30 Bil ,5607575552,$805,"$5,401",1.915011037527594,1.9161147902869755,17.36,9.06,0.1305,0.97 
RM,Regional Management Corp.,56.87,293.84552529182884,5.281,24.00,5.166968969436062,2.1863732,Not Found!,12.612, 1.47 Bil ,1275354112,$168.9,$912.3,3.58349086326402,3.5797101449275366,56.81,15.87,0.0423,
RMAX,"RE/MAX Holdings, Inc.",33.37,113.4994552529183,0.508,122.00,3.401242291067375,1.2186006, 12.97 ,5.69, 809.12 Mil ,391423968,$73.5,$429.6,1.1350340136054422,1.140136054421769,33.52,29.4,0.0416,1.83 
RMED,"Ra Medical Systems, Inc.",3.01,undefined,-15.534,N/A,undefined,0.6757048, -0.15 ,-0.325, 4.30 Mil ,10917314,$-30.25,$7.90,1.2647058823529411,1.2478991596638658,2.97,2.38,0.1001,-8.81 
RMI,RiverNorth Opportunistic Munici,23.55,undefined,None,,undefined,None,Not Found!,None, 150.04 Mil ,None,$34.30,$62.07,1.1780890445222612,1.1735867933966986,23.46,19.99,None,
RMD,ResMed Inc.,285.04,168.74684824902727,3.129,23.00,0.592011115103239,15.410356, 38.48 ,39.544, 42.30 Bil ,40353619968,$620,"$1,842",1.7200096548394885,1.720824281921313,285.175,165.72,0.0082,16.00 
RLX,RLX Technology Inc.,5.14,undefined,None,N/A,undefined,None, 552.67 ,-10.831, 6.56 Bil ,781357568,$,$390.1,1.389189189189189,1.3783783783783783,5.1,3.7,None,14.40 
RMM,RiverNorth Managed Duration Mun,21.22,undefined,None,,undefined,None,Not Found!,None, 421.44 Mil ,None,$,$0.00,1.2852816474863717,1.2858873410054512,21.23,16.51,None,
RNG,"Ringcentral, Inc.",254.33,undefined,-0.936,,undefined,75.4852, 1189.73 ,-735.324, 24.65 Bil ,27668025344,$-133,"$1,876",1.1106113537117905,1.10764192139738,253.65,229,0.0797,7.89 
RMT,,,,Key Error,N/A,,,Not Found!,, 551.69 Mil ,,$40.2,$22.8,,,,,,
RMO,"Romeo Power, Inc.",5.06,undefined,None,N/A,undefined,None, 9.13 ,-16.56, 397.99 Mil ,861717952,$0.00,$40.77,1.2371638141809291,1.1931540342298288,4.88,4.09,0.24270001,10.48 
RNP,,,,Key Error,N/A,,,Not Found!,, 1.69 Bil ,,$22.03,$403.66,,,,,,
RNGR,"Ranger Energy Services, Inc.",7.52,-57.54326848249029,-2.037,8.00,-7.65203038330988,0.66185, 28.88 ,32.972, 173.29 Mil ,184641040,$-6.0,$74.3,3.3127753303964758,3.2687224669603525,7.42,2.27,0.0022,1.27 
RMPL$,,,,Key Error,,,,,,,,Not Found!,Not Found!,,,,,,Not Found!
RNR$F,,,,Key Error,,,,,,,,Not Found!,Not Found!,,,,,,Not Found!
ROAM,Hartford Multifactor Emerging M,24.8028,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.2985759162303665,1.313089005235602,25.08,19.1,,Not Found!
RNR,RenaissanceRe Holdings Ltd.,157.4,8095.362667704282,10.539,440.16,51.431783149328346,1.211398, 13.28 ,None, 7.36 Bil ,-7253538816,"$1,471","$25,509",1.1037094172919149,1.1002033517986116,156.9,142.61,0.0212,
RNR$G,,,,Key Error,,,,,,,,Not Found!,Not Found!,,,,,,Not Found!
ROBO,Exchange Traded Concepts Trust ,66.09,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.4430131004366813,1.4441048034934498,66.14,45.8,,Not Found!
RODE,Hartford Multifactor Diversifie,28.9803,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.2649628982976866,1.2708336970755127,29.1148,22.91,,Not Found!
ROK,"Rockwell Automation, Inc.",319.79,undefined,13.568,,undefined,20.546791, 18.49 ,28.83, 38.77 Bil ,35197947904,"$1,284","$5,995",1.5480950767294381,1.5532749189136856,320.86,206.57,0.021,6.67 
RODI,,,,Key Error,,,,Not Found!,,Not Found!,,Not Found!,Not Found!,,,,,,Not Found!
RODM,Hartford Multifactor Developed ,31.23,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.2552250803858522,1.2528135048231512,31.17,24.88,,Not Found!
ROKT,SPDR S&P Kensho Final Frontiers,40.4449,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3436843853820597,1.3438538205980066,40.45,30.1,,Not Found!
ROM,ProShares Ultra Technology,110.28,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,2.219360032199638,2.2212738981686457,110.3751,49.69,,Not Found!
ROG,Rogers Corporation,202.97,1256.0673151750975,3.623,194.00,6.188438267601604,3.7858875, 20.5 ,16.614, 3.75 Bil ,3426179072,$132.7,$236.8,2.121120284251228,2.125613961751489,203.4,95.69,0.0207,12.31 
ROL,"Rollins, Inc.",38.34,18.012607003891052,0.63,8.20,0.4698123892512011,19.208956, 35.16 ,34.327, 19.22 Bil ,16797401088,$396,$871,1.2194656488549618,1.2185114503816794,38.31,31.44,0.0464,15.31 
ROMO,Strategy Shares Newfound/ReSolv,28.751,,Key Error,,,None,,,,,Not Found!,Not Found!,1.3279294258925685,1.3373516234815943,28.955,21.651,,Not Found!
RONI,,,,Key Error,,,, -2270.02 ,, 331.42 Mil ,,$,$40.37,,,,,,
ROOF,,,,Key Error,,,,Not Found!,,Not Found!,,Not Found!,Not Found!,,,,,,Not Found!
ROP,,,,Key Error,11.90,,, 26.62 ,, 58.81 Bil ,,"$1,637","$12,745",,,,,,3.34 
RORO,ATAC US Rotation ETF,24.4283,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.2362499999999998,1.2383603238866394,24.47,19.76,,Not Found!
ROSS,Ross Acquisition Corp II,9.73,undefined,None,,undefined,None, -2532.11 ,None, 417.80 Mil ,407589888,$,$29.80,1.0242105263157895,1.0215789473684211,9.705,9.5,None,
ROSC,Hartford Multifactor Small Cap ,39.281,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.5714285714285714,1.586750410049206,39.664,24.997,,Not Found!
ROT-U,,,,Key Error,,,,,,,,Not Found!,Not Found!,,,,,,Not Found!
ROUS,Hartford Multifactor U.S. Equit,41.5013,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3549232778321907,1.3597779954293177,41.65,30.63,,Not Found!
ROT-W,,,,Key Error,,,,,,,,Not Found!,Not Found!,,,,,,Not Found!
RPAR,RPAR Risk Parity ETF,24.75,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.1421319796954315,1.1453622519612368,24.82,21.67,,Not Found!
RPG,Invesco S&P 500 Pure Growth ETF,199.92,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.4834161905468575,1.4873488165021886,200.45,134.77,,Not Found!
RPAI,"Retail Properties of America, I",12.65,-0.10298054474708172,-0.015,-4.49,-0.008140754525461006,1.7798563, 16.91 ,16.808, 4.58 Bil ,4480272896,$172.9,"$2,032.5",2.4610894941634243,2.4669260700389106,12.68,5.14,0.0273,-0.06 
RPT$D,,,,Key Error,,,,,,,,Not Found!,Not Found!,,,,,,Not Found!
ROT,Rotor Acquisition Corp.,9.96,undefined,None,,undefined,None,Not Found!,None, 344.57 Mil ,342543392,$,$0.01,1.0364203954214362,1.0364203954214362,9.96,9.61,0.0033000002,
RQI,Cohen & Steers Quality Income R,15.54,undefined,-0.579,,undefined,1.2062286,Not Found!,None, 2.77 Bil ,2770676736,$-399.87,$639.85,1.5235294117647058,1.5343137254901962,15.65,10.2,0.0023999999,
RPM,RPM International Inc.,83,145.8688171206226,3.499,15.85,1.7574556279593083,7.0036073, 14.68 ,15.388, 13.23 Bil ,13470991360,$609,"$4,510",1.062332010751312,1.0610520926660696,82.9,78.13,0.0148,3.51 
RPT,RPT Realty,12.65,-1.6300715953307394,-0.213,-4.03,-0.12885941465065134,1.5082955, 13 ,20.701, 2.06 Bil ,2003662080,$61.5,"$1,008.9",2.640918580375783,2.640918580375783,12.65,4.79,0.0239,0.56 
RPV,Invesco S&P 500 Pure Value ETF,76.96,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.6486718080548413,1.651885175664096,77.11,46.68,,Not Found!
RRD,R.R. Donnelley & Sons Company,4.66,9.024280155642025,1.506,-5.00,1.9365408059317648,None, 6.58 ,5.59, 1.87 Bil ,1824696064,$52,"$3,245",4.236363636363636,4.254545454545454,4.68,1.1,0.0357,1.00 
RSF,RiverNorth Specialty Finance Co,19.6,undefined,None,,undefined,None,Not Found!,None, 89.08 Mil ,None,$37.34,$41.29,1.363952679192763,1.3451635351426583,19.33,14.37,None,
RS,Reliance Steel & Aluminum Co.,149.63,358.04248404669266,8.884,15.04,2.3928522625589297,1.8254337, 7.4 ,10.185, 10.85 Bil ,10858908672,$591,"$3,291",1.4965993198639727,1.506101220244049,150.58,99.98,0.0159,4.71 
RSKD,,,,Key Error,,,, -1560.52 ,, 4.44 Bil ,,$0.00,$260.93,,,,,,9.94 
RSG,"Republic Services, Inc.",123.06,98.92398443579769,3.18,9.67,0.8038679053778457,4.5658116, 16.86 ,15.206, 48.51 Bil ,46091767808,"$1,472","$15,139",1.427941517753539,1.4302622418194477,123.26,86.18,0.0098,2.55 
RSPY,,,,Key Error,,,,,,,,Not Found!,Not Found!,,,,,,Not Found!
RSP,Invesco S&P 500 Equal Weight ET,154.9,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.4969076149980673,1.5002899110939312,155.25,103.48,,Not Found!
RSX,VanEck Vectors Russia ETF,28.55,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.4724084579680248,1.4755028365136669,28.61,19.39,,Not Found!
RRC,Range Resources Corporation,13.8,-186.4059143968872,-3.535,22.30,-13.507674956296173,2.1656415, -23.45 ,26.205, 6.85 Bil ,7126797312,$-37,"$4,706",2.327150084317032,2.3726812816188874,14.07,5.93,0.18290001,-0.54 
RSXJ,,,,Key Error,,,,Not Found!,,Not Found!,,Not Found!,Not Found!,,,,,,Not Found!
RSI,"Rush Street Interactive, Inc.",14.55,undefined,None,N/A,undefined,None, -53.19 ,-4.505, 2.92 Bil ,655793536,$0.0,$59.8,1.536430834213305,1.5248152059134106,14.44,9.47,0.1122,33.85 
