TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,ENTERPRISE VALUE/EBITDA,EV/EBITDA (YFIANACE),ENTERPRISE VALUE,EV(YFINANCE),FREE CASH_FLOW (MIL),TOTAL LIABILITIES (MIL),PRICE/FIFTY TWO WEEK LOW,FIFTY TWO WEEK LOW,PERCENT SHORT OF FLOAT
LII,"Lennox International, Inc.",339.09,296.6008725,9.239,12.44,0.874696607,25.32,24.384, 13.85 Bil ,13669768192,$615 ,"$2,236 ",2.007162306,168.94,0.050100002
LIN,Linde plc,290.21,145.8725408,4.708,11.71,0.502644777,20.04,19.178, 165.85 Bil ,1.67466E+11,"$4,029 ","$38,660 ",1.679844871,172.76,0.0069
LINX,Linx S.A.,7,undefined,None,32.2,undefined,42.19,8.887, 1.21 Bil ,987585024,($13.50),$205.70 ,2.473498233,2.83,None
LITB,"LightInTheBox Holding Co., Ltd.",3.12,9.842508711,0.12,45,3.154650228,16.92,47.41, 285.02 Mil ,298588896,$0.00 ,$108.70 ,5.379310345,0.58,None
LL,"Lumber Liquidators Holdings, In",24.98,123.9512195,2.1,30,4.962018395,10.59,10.216, 783.00 Mil ,757093184,$141 ,$447 ,5.38362069,4.64,0.0725
LLY,Eli Lilly and Company,182.21,230.7842927,6.79,13.67,1.266584121,20.88,20.233, 186.24 Bil ,1.79576E+11,"$4,471 ","$40,808 ",1.41018497,129.21,0.008
LMT,Lockheed Martin Corporation,373.22,517.109816,24.783,5.11,1.385536188,10.92,11.063, 112.90 Bil ,1.12982E+11,"$5,863 ","$45,104 ",1.167005409,319.81,0.0174
LMND,"Lemonade, Inc.",97.17,undefined,None,12.9,undefined,Not Found!,-43.533, 5.23 Bil ,5184790528,($96.10),$287.70 ,2.202901836,44.11,0.2395
LNC,Lincoln National Corporation,64.55,152.8685714,2.56,30.45,2.368219542,24.59,16.767, 17.36 Bil ,14285906944,$534 ,"$343,249 ",2.393400074,26.97,0.031400003
LND,Brasilagro Brazilian Agric Real,5.4445,undefined,0.34,,undefined,6.59,3.701, 520.37 Mil ,808698688,$23.20 ,$173.50 ,1.767694805,3.08,None
LNFA,L&F Acquisition Corp.,9.95,undefined,None,,undefined,Not Found!,None, 171.81 Mil ,214114656,$,$0.04 ,1.038622129,9.58,0.0003
LNG,"Cheniere Energy, Inc.",74.51,-16.95119164,-0.34,24.02,-0.227502236,17.3,14.137, 51.79 Bil ,51471450112,($574),"$33,479 ",2.219541257,33.57,0.0161
LNN,Lindsay Corporation,169.42,193.3758606,4.017,22.9,1.141399248,26.79,23.986, 1.85 Bil ,1834513664,$37.10 ,$271.30 ,2.08825342,81.13,0.028900001
LODE,"Comstock Mining, Inc.",3.93,undefined,0.489,N/A,undefined,10.79,-38.724, 167.39 Mil ,164049648,($3.77),$11.34 ,10.34210526,0.38,0.048899997
LOKB,Live Oak Acquisition Corp. II,9.98,undefined,None,,undefined,Not Found!,None, 317.20 Mil ,308385856,$,$0.04 ,1.033126294,9.66,0.0014
LOMA,Loma Negra Compania Industrial ,5.98,17.90698815,1.021,2.94,2.994479624,8.69,0.282, 743.52 Mil ,3580162560,$15.80 ,$314.00 ,1.910543131,3.13,None
LOV,"Spark Networks, Inc.",7.26,undefined,-1.789,N/A,undefined,-14.35,10.328, 274.33 Mil ,283401344,$16.20 ,$195.50 ,3.076271186,2.36,None
LOW,"Lowe's Companies, Inc.",199.05,269.8296167,7.75,14.21,1.355587122,15.87,13.119, 161.62 Bil ,1.63785E+11,"$9,258 ","$45,298 ",2.197262391,90.59,0.0098
LPG,Dorian LPG Ltd.,13.07,55.08662021,1.529,15,4.214737583,5.82,6.186, 1.05 Bil ,1145512064,$129.40 ,$649.30 ,1.815277778,7.2,0.0716
LPI,"Laredo Petroleum, Inc.",38.58,96.48362927,-74.921,-9.34,2.500871676,-3.07,4.69, 1.67 Bil ,1602926592,($7.20),"$1,464.10 ",5.673529412,6.8,0.093100004
LPL,"LG Display Co, Ltd AMERICAN DEP",12.19,-9.434320557,-0.1125,46.2,-0.77393934,5.31,3.1, 18.63 Bil ,1.14266E+13,($495),"$20,419 ",3.039900249,4.01,None
LPX,Louisiana-Pacific Corporation,70.55,92.30801394,4.46,5,1.308405584,9.61,9.043, 7.20 Bil ,7062798336,$582 ,$852 ,4.534061697,15.56,0.0646
LRN,"Stride, Inc.",30.37,69.16662021,1.583,20,2.277465269,7.55,9.839, 1.36 Bil ,1358219264,$44 ,$747 ,1.489455615,20.39,0.0879
LSF,"Laird Superfood, Inc.",38.08,undefined,None,30,undefined,-21.65,-19.651, 268.99 Mil ,240038512,$0.00 ,$2.79 ,1.228387097,31,0.114700004
LSI,"Life Storage, Inc.",94.01,44.08432056,2.13,5,0.468932247,25.81,25.784, 9.32 Bil ,9328094208,$299.00 ,"$2,349.80 ",1.709272727,55,0.030199999
LSPD,Lightspeed POS Inc. Subordinate,69.76,undefined,None,,undefined,-123.56,-112.323, 9.18 Bil ,8114860544,($80.60),$179.40 ,2.465889007,28.29,None
LTC,"LTC Properties, Inc.",42.69,46.37630662,2.42,4,1.086350588,24.53,20.477, 2.32 Bil ,2515627520,$116.10 ,$683.70 ,1.399213373,30.51,0.048699997
LTHM,Livent Corporation,18.71,-2.971609756,-0.13,6.41,-0.15882468,326.28,209.84, 3.00 Bil ,2979732736,($117.70),$371.00 ,3.972399151,4.71,0.221
LU,Lufax Holding Ltd,13.37,undefined,None,14.6,undefined,Not Found!,0.186, 32.86 Bil ,4776265216,$0 ,"$25,345 ",1.156574394,11.56,None
LUB,"Luby's, Inc.",3.61,-18.8441115,-0.793,7,-5.219975484,-16.38,-18.569, 182.95 Mil ,170220448,($19.60),$128.30 ,6.016666667,0.6,0.0154
LUMN,"Lumen Technologies, Inc.",12.95,undefined,None,3,undefined,8.21,5.608, 45.98 Bil ,47419187200,"$2,795 ","$48,232 ",1.52173913,8.51,0.0837
LUV,Southwest Airlines Company,62.4,94.0174216,-4.906,-21,1.506689449,-15.1,-6.863, 34.96 Bil ,35315400704,($491),"$26,400 ",2.777036048,22.47,0.030299999
LVS,Las Vegas Sands Corp.,60.73,-8.882404181,-2.575,-6.25,-0.146260566,-93.09,-108.158, 60.04 Bil ,59270643712,"USD-2,443","USD17,364",1.506574051,40.31,0.0381
LW,"Lamb Weston Holdings, Inc.",80.46,50.20369338,1.71,10.65,0.623958406,22.98,21.093, 13.71 Bil ,13828585472,$381 ,"$3,707 ",1.555684455,51.72,0.0278
LXFR,Luxfer Holdings PLC,20.54,23.43574913,0.711,13,1.14098097,13.77,11.173, 634.86 Mil ,614499392,$62.40 ,$209.50 ,1.798598949,11.42,0.0172
LXP,Lexington Realty Trust,12.05,13.65993031,0.66,5,1.133604175,19.2,19.61, 4.67 Bil ,5026416128,$184.60 ,"$1,502.10 ",1.43452381,8.4,0.0575
LXU,"LSB Industries, Inc.",6.58,-110.9428571,-3.53,12,-16.86061659,17.52,17.56, 968.09 Mil ,971190336,($33.00),$631.60 ,6.58,1,0.0252
LYB,LyondellBasell Industries NV,104.91,28.81691847,4.243,-4.07,0.274682285,15.37,14.535, 50.60 Bil ,50553847808,"$1,457 ","$27,415 ",2.366568915,44.33,0.0109
LYG,Lloyds Banking Group Plc,2.4,-0.827874564,0.3,-10.3,-0.344947735,Not Found!,None, 84.50 Bil ,1.70945E+14,$0 ,"$1,104,645 ",2.051282051,1.17,None
LYV,"Live Nation Entertainment, Inc.",82.28,-1105.315568,-8.119,80.3,-13.43358736,-19.43,-18.741, 22.23 Bil ,22341541888,"USD-1,306","USD10,723",2.334184397,35.25,0.092
LZB,La-Z-Boy Incorporated,44.55,38.63383972,1.546,7.8,0.867201789,14.43,9.685, 2.06 Bil ,1954804096,$257 ,$952 ,2.338582677,19.05,0.075100005
M,Macy's Inc,17.43,64.53987456,-12.68,-11.82,3.702804048,-3.37,-57.172, 11.98 Bil ,12063190016,$183 ,"$15,153 ",3.748387097,4.65,0.17809999
MA,Mastercard Incorporated,389.07,229.497561,6.37,15,0.589861878,45.33,44.56, 395.20 Bil ,3.8954E+11,"$6,516 ","$27,096 ",1.593895944,244.1,0.0065
MAA,Mid-America Apartment Communiti,155.19,52.15993031,2.195,7,0.336103681,23.68,23.997, 22.38 Bil ,22538184704,$397 ,"$5,106 ",1.51804754,102.23,0.0179
MAC,Macerich Company (The),14.08,-21.11158328,-1.581,0.21,-1.499402221,44.94,21.229, 8.47 Bil ,8173200896,$124.80 ,"$6,738.70 ",2.593001842,5.43,0.2395
MAG,MAG Silver Corporation,17.86,undefined,-0.078,N/A,undefined,-169.77,-191.425, 1.63 Bil ,1600309376,($11.16),$6.41 ,2.144057623,8.33,None
MAIN,Main Street Capital Corporation,43.205,10.62209059,0.447,7,0.245853271,Not Found!,None, 4.08 Bil ,4131990016,($54.08),"$1,254.60 ",2.132527147,20.26,0.0299
MAN,ManpowerGroup,121.17,25.75839721,1.461,3,0.212580649,19.35,12.519, 6.60 Bil ,6457280000,$842 ,"$6,853 ",2.138545711,56.66,0.0219
MANU,Manchester,16.74,-4.676985366,-0.219,5.43,-0.279389807,19.92,28.042, 3.42 Bil ,3194066176,($87.30),"$1,311.90 ",1.260542169,13.28,0.0754
MAS,Masco Corporation,63.57,132.2874564,4.602,10.25,2.080973045,14.21,13.087, 18.13 Bil ,18229538816,$839 ,"$5,356 ",1.72229748,36.91,0.0307
MATX,"Matson, Inc.",67.74,159.9637631,4.44,15,2.361437305,8.17,10.501, 3.88 Bil ,3939812352,$238 ,"$1,939 ",2.852210526,23.75,0.0292
MAX,"MediaAlpha, Inc.",43.7,undefined,None,14.13,undefined,266.02,59.678, 2.71 Bil ,1374094848,$22.60 ,$315.50 ,2.021276596,21.62,0.0375
MAV,Pioneer Municipal High Income A,12.12,undefined,0.611,,undefined,Not Found!,None, 284.41 Mil ,604884096,$24.67 ,$160.19 ,1.236734694,9.8,None
MAXR,Maxar Technologies Inc.,40.82,104.6543833,4.99,5.18,2.563801648,12.29,12.931, 5.49 Bil ,5159326208,($119),"$3,547 ",4.719075145,8.65,0.072
MBI,MBIA Inc.,9.97,-277.525784,-9.785,10,-27.83608666,-11.33,None, 3.96 Bil ,3515561216,($390.00),"$5,602.00 ",1.80615942,5.52,0.0935
MBT,Mobile TeleSystems PJSC,8.58,12.22007247,0.929,0.08,1.424250871,4.41,2.438, 12.78 Bil ,4.0599E+11,$937 ,"$14,290 ",1.123036649,7.64,None
MC,Moelis & Company,57.08,17.9550662,3.082,-4.7,0.314559674,12.72,None, 3.44 Bil ,3271038720,$388.60 ,$752.00 ,2.191591476,26.045,0.021300001
MCA,Blackrock MuniYield California ,14.91,undefined,0.859,,undefined,Not Found!,None, 512.28 Mil ,878007232,$22.21 ,$372.07 ,1.180522565,12.63,0.0001
MCB,Metropolitan Bank Holding Corp.,60.43,undefined,5.371,N/A,undefined,Not Found!,None,"-299,810,000.00",-544957120,$83.40 ,"$3,990.00 ",3.135962636,19.27,0.0094
MCD,McDonald's Corporation,234.98,258.2922648,6.31,18.2,1.09920957,24.27,25.15, 221.41 Bil ,2.23209E+11,"$4,624 ","$60,452 ",1.399940423,167.85,0.0097
MCF,Contango Oil & Gas Company,3.84,undefined,-1.202,N/A,undefined,-6.11,4.38, 791.06 Mil ,780343616,$20.90 ,$154.70 ,3.52293578,1.09,0.0342
MCI,Barings Corporate Investors,14.61,undefined,0.757,N/A,undefined,Not Found!,None, 300.02 Mil ,288270016,$25.83 ,$39.35 ,1.264935065,11.55,0.0004
MCN,Madison Covered Call & Equity S,7.87,undefined,0.458,,undefined,Not Found!,None, 164.43 Mil ,165680384,$0.00 ,$5.95 ,1.519305019,5.18,None
MCK,McKesson Corporation,189.33,-738.9854885,-25.423,10.46,-3.903161086,-9.66,9.311, 36.06 Bil ,37764169728,"$5,231 ","$62,122 ",1.506804616,125.65,0.0172
MCO,Moody's Corporation,326.4,255.9576585,9.39,9.28,0.784184003,24.17,24.619, 64.34 Bil ,65511440384,"$2,043 ","$10,646 ",1.448606426,225.32,0.0097
MCR,MFS Charter Income Trust,8.8,undefined,0.631,N/A,undefined,Not Found!,None, 488.81 Mil ,486088992,$36.95 ,$115.93 ,1.185983827,7.42,None
MCS,Marcus Corporation (The),20.27,-144.9041115,-4.022,15,-7.14869815,-11.35,-13.544, 1.19 Bil ,1192000768,($89.90),$755.50 ,2.963450292,6.84,0.3704
MCY,Mercury General Corporation,62.76,481.3765575,6.767,37.9,7.670117232,6.47,5.964, 3.53 Bil ,3244640256,$566 ,"$4,296 ",1.839390387,34.12,0.0255
MD,"Mednax, Inc.",26.28,-143.3515247,-9.551,1.29,-5.454776436,16.73,13.952, 2.84 Bil ,2795647744,$176 ,"$2,600 ",2.437847866,10.78,0.1322
MDC,"M.D.C. Holdings, Inc.",61.01,152.1523066,5.169,10.7,2.493891274,10.38,10.589, 5.09 Bil ,5142440448,($50),"$1,745 ",2.763134058,22.08,0.035099998
MDLA,"Medallia, Inc.",30.29,-312.664,-1.558,122.4,-10.32235061,-42.24,-47.021, 4.60 Bil ,4542905856,($19.20),$893.40 ,1.654558366,18.307,0.1195
MDLY,Medley Management Inc.,6.09,-68.64091986,-4.26,2.01,-11.27108701,-2.45,8.535, 22.06 Mil ,24026722,($3.18),$169.22 ,2.175,2.8,0.028499998
MDP,Meredith Corporation,32.32,-341.5424111,-6.514,25.7,-10.5675251,16.38,6.717, 4.55 Bil ,4570207232,$458 ,"$5,156 ",3.228771229,10.01,0.122600004
MDT,Medtronic plc.,129.97,60.88437909,2.259,9.08,0.468449481,31.25,30.27, 192.72 Bil ,1.91062E+11,"$4,631 ","$46,342 ",1.48232208,87.68,0.0087
MDU,"MDU Resources Group, Inc.",33.15,43.85619512,1.946,6.2,1.322962145,10.48,10.826, 8.97 Bil ,9044571136,$210 ,"$4,974 ",1.791891892,18.5,0.0116
MEC,"Mayville Engineering Company, I",16.69,undefined,-0.356,N/A,undefined,14.88,12.867, 380.81 Mil ,380006496,$28.70 ,$137.70 ,3.71714922,4.49,0.007900001
MED,MEDIFAST INC,230.01,379.2585366,8.68,20,1.648878469,17.66,17.783, 2.50 Bil ,2533425920,$139.30 ,$118.80 ,3.683696348,62.44,0.0347
MEG,"Montrose Environmental Group, I",53.99,undefined,None,102.8,undefined,-278.02,42.08, 1.67 Bil ,1618268032,($5.90),$312.70 ,3.290067032,16.41,0.0271
MEI,"Methode Electronics, Inc.",45.6,114.5686411,3.18,15,2.5124702,9.24,8.986, 1.80 Bil ,1764855552,$171.50 ,$546.90 ,1.902377972,23.97,0.0164
MET,"MetLife, Inc.",63.36,113.2041812,5.68,4.5,1.786682153,7.02,16.127, 54.98 Bil ,1.33045E+11,"$11,639 ","$720,329 ",2.17135024,29.18,0.0251
MFA,"MFA Financial, Inc.",4.34,45.68426481,-1.57,-27.48,10.5263283,Not Found!,None, 2.99 Bil ,5475744256,$38.22 ,"$4,407.50 ",3.616666667,1.2,0.020599999
MFC,Manulife Financial Corporation,21.62,62.74547178,2.363,8.82,2.902195734,5.33,3.096, 36.69 Bil ,26064717824,"$15,045 ","$645,908 ",1.990791897,10.86,None
MFD,Macquarie First Trust Global,9.8199,undefined,-0.739,N/A,undefined,Not Found!,None, 100.45 Mil ,99991152,$20.36 ,$35.77 ,1.343351573,7.31,0.0017
MFG,"Mizuho Financial Group, Inc. Sp",2.85,4.592005575,0.2908,1.8,1.611230026,Not Found!,None,"-184,183,091,000.00",-2.9198E+13,$0 ,"$2,012,540 ",1.295454545,2.2,None
MFGP,Micro Focus Intl PLC,7.11,undefined,-8.846,N/A,undefined,-3.22,8.257, 6.81 Bil ,6642685440,$591 ,"$7,932 ",2.557553957,2.78,None
MFL,Blackrock MuniHoldings Investme,14.42,undefined,0.35,N/A,undefined,Not Found!,None, 547.64 Mil ,913796800,$23.95 ,$369.73 ,1.181967213,12.2,0.0001
MFM,MFS Municipal Income Trust,6.87,undefined,-0.039,N/A,undefined,Not Found!,None, 283.37 Mil ,397120896,$6.77 ,$115.31 ,1.222419929,5.62,None
MFV,MFS Special Value Trust,6.42,undefined,0.081,,undefined,Not Found!,None, 46.98 Mil ,46903564,$0.00 ,$0.34 ,1.449209932,4.43,None
MGA,"Magna International, Inc.",99.1,126.9518049,2.52,24.36,1.281047476,12.57,10.619, 33.11 Bil ,32580474880,"$2,133 ","$16,885 ",2.989441931,33.15,None
MG,Mistras Group Inc,10.76,-72.71007666,-3.412,5.4,-6.757442068,-8.23,15.183, 540.07 Mil ,575930816,$52.00 ,$386.10 ,3.586666667,3,0.028900001
MGF,MFS Government Markets Income T,4.37,undefined,0.345,,undefined,Not Found!,None, 142.73 Mil ,141750368,$0.00 ,$20.71 ,1.028235294,4.25,None
MGM,MGM Resorts International,42.2,-178.0696864,-2.02,49,-4.219660815,109.87,-54.897, 41.25 Bil ,41655177216,"($1,764)","$25,315 ",3.585386576,11.77,0.041300002
MGP,MGM Growth Properties LLC,35.36,44.6945561,0.588,41.08,1.263986315,27.71,17.939, 17.62 Bil ,11601549312,$703.70 ,"$5,009.60 ",1.683809524,21,0.0138
MGU,Macquarie Global Infrastructure,23.05,undefined,-1.521,,undefined,Not Found!,None, 412.11 Mil ,412414720,$24.06 ,$134.11 ,1.513460276,15.23,None
MGY,Magnolia Oil & Gas Corporation,11.01,-615.1281254,-7.27,46.69,-55.86994781,-2.06,7.105, 3.32 Bil ,2286271744,$87.90 ,$614.00 ,3.064291678,3.593,0.0999
MHD,"Blackrock MuniHoldings Fund, In",16.45,undefined,0.317,N/A,undefined,Not Found!,None, 232.92 Mil ,370103968,$9.68 ,$139.88 ,1.200729927,13.7,0.0013
MHF,Western Asset Municipal High In,7.78,undefined,0.106,N/A,undefined,Not Found!,None, 168.30 Mil ,170467520,$0.00 ,$2.30 ,1.171686747,6.64,None
MHH,"Mastech Digital, Inc",16.72,33.72055749,0.83,18,2.016779754,11.66,11.604, 197.94 Mil ,204709424,$20.90 ,$42.50 ,1.618586641,10.33,0.0309
MHI,Pioneer Municipal High Income T,12.66,undefined,0.47,N/A,undefined,Not Found!,None, 280.67 Mil ,409083296,$20.39 ,$132.85 ,1.202279202,10.53,None
MHK,"Mohawk Industries, Inc.",208.36,956.1824739,49.89534,4,4.589088471,13.05,11.925, 16.24 Bil ,16365749248,"$1,344 ","$5,787 ",3.073609677,67.79,0.026700001
MHN,Blackrock MuniHoldings New York,14.37,undefined,0.168,,undefined,Not Found!,None, 446.16 Mil ,754069824,$8.73 ,$310.41 ,1.19253112,12.05,0.0001
MHO,"M/I Homes, Inc.",61.7,264.9658537,8.23,12.5,4.294422264,7.79,7.575, 2.61 Bil ,2526423296,$157 ,"$1,384 ",3.806292412,16.21,0.040900003
MIC,Macquarie Infrastructure Corpor,33.56,-76.90510105,-10.673,-3.8,-2.291570353,12.96,24.072, 3.00 Bil ,3009019136,$287 ,"$3,285 ",1.700101317,19.74,0.074200004
MIE,Cohen & Steers MLP Income and E,3.41,undefined,None,,undefined,Not Found!,None, 108.00 Mil ,None,$101.85 ,$17.95 ,2.351724138,1.45,0.0015
MIN,MFS Intermediate Income Trust,3.69,undefined,0.245,N/A,undefined,Not Found!,None, 426.62 Mil ,428942944,$0.00 ,$0.33 ,1.025,3.6,None
MITT,"AG Mortgage Investment Trust, I",3.89,995.6291791,-12.244,-61.54,255.9458044,Not Found!,None, 790.67 Mil ,1271091200,$4.16 ,$990.34 ,2.235632184,1.74,0.0166
MIY,Blackrock MuniYield Michigan Qu,15.04,undefined,0.554,N/A,undefined,Not Found!,None, 442.35 Mil ,714029760,$41.04 ,$276.10 ,1.201277955,12.52,0.0005
MIXT,MiX Telematics Limited,13.03,6.685087108,0.425,1.76,0.5130535,14.37,7.203, 257.35 Mil ,252869776,$28.30 ,$50.40 ,1.670512821,7.8,None
MKC,"McCormick & Company, Incorporat",89.87,63.11087108,2.839,6,0.702246257,23.75,23.429, 29.21 Bil ,29378250752,$729 ,"$8,520 ",1.234732431,72.785,None
MKL,Markel Corporation,1188.56,3453.246787,55.63,31.99,2.905403839,11.96,9.43, 15.99 Bil ,14908750848,"$1,636 ","$28,895 ",1.561716553,761.06,0.0081
MLI,"Mueller Industries, Inc.",45.72,94.66285714,3.012,12,2.070491189,9.52,8.86, 2.93 Bil ,2907291136,$158 ,$830 ,2.18651363,20.91,0.0182
MLM,"Martin Marietta Materials, Inc.",357.6,306.9559582,11.54,8.85,0.858377959,17.87,18.808, 25.03 Bil ,25178351616,$690 ,"$4,688 ",2.353560616,151.94,0.0081
MLP,"Maui Land & Pineapple Company, ",11.33,undefined,-0.135,N/A,undefined,-260.73,-119.825, 219.80 Mil ,218680736,$2.12 ,$18.40 ,1.192631579,9.5,0.0199
MLR,"Miller Industries, Inc.",44.68,undefined,2.616,N/A,undefined,9.19,9.407, 449.03 Mil ,453816320,$43.20 ,$116.00 ,1.764612954,25.32,0.0164
MLSS,"Milestone Scientific, Inc.",2.51,undefined,-0.12,N/A,undefined,-28.41,-21.613, 151.50 Mil ,159010896,($6.87),$4.10 ,2.952941176,0.85,0.041500002
MMC,"Marsh & McLennan Companies, Inc",132.21,103.6535749,3.94,8.66,0.784007071,19.72,17.365, 79.92 Bil ,76526174208,"$3,034 ","$23,789 ",1.51443299,87.3,0.009
MMD,MainStay MacKay DefinedTerm Mun,22.29,undefined,1.273,,undefined,Not Found!,None, 608.34 Mil ,974658624,($11.02),$366.84 ,1.208130081,18.45,None
MMI,"Marcus & Millichap, Inc.",35.99,24.00836237,1.08,6,0.667084256,11.75,16.99, 1.10 Bil ,1119869696,$31.10 ,$232.30 ,1.553972366,23.16,0.0293
MMM,3M Company,194.45,235.9749129,9.25,8.14,1.213550593,14.03,14.182, 128.30 Bil ,1.274E+11,"$6,612 ","$34,413 ",1.482992678,131.12,0.0178
MMP,Magellan Midstream Partners L.P,46.33,82.02642509,3.62,6.28,1.770481871,12.01,13.666, 15.63 Bil ,15495459840,$668 ,"$5,893 ",1.420729837,32.61,0.040599998
MMT,MFS Multimarket Income Trust,6.46,undefined,0.272,N/A,undefined,Not Found!,None, 496.34 Mil ,489722176,$48.89 ,$111.61 ,1.318367347,4.9,None
MMS,"Maximus, Inc.",92.85,112.8760976,3.506,12.5,1.215682257,14.73,14.604, 5.75 Bil ,5740884992,$216 ,$768 ,1.591805246,58.33,0.023699999
MMU,Western Asset Managed Municipal,13.22,undefined,0.567,N/A,undefined,Not Found!,None, 600.05 Mil ,818883072,$26.50 ,$220.54 ,1.183527305,11.17,None
MMX,Maverix Metals Inc.,5.51,undefined,None,,undefined,15.09,20.325, 807.58 Mil ,782955072,$32.99 ,$38.62 ,1.565340909,3.52,None
MN,"Manning & Napier, Inc.",7.1,7.437073171,0.294,8,1.047475094,3.33,2.977, 51.15 Mil ,54143360,$17.60 ,$80.30 ,5.916666667,1.2,0.0016
MNP,Western Asset Municipal Partner,15.55,undefined,0.702,,undefined,Not Found!,None, 169.58 Mil ,235260960,$5.81 ,$67.51 ,1.185213415,13.12,None
MNR,Monmouth Real Estate Investment,18.16,-6.62989547,-0.279,7,-0.36508235,34.94,24.641, 3.16 Bil ,3278576128,($161.60),$996.20 ,1.676823638,10.83,0.0197
MNRL,"Brigham Minerals, Inc.",16.62,-19.79205854,-1.111,3.12,-1.190857914,-46.12,12.776, 997.49 Mil ,734798144,$8.27 ,$29.03 ,2.064596273,8.05,0.0425
MO,"Altria Group, Inc.",47.16,47.72236934,2.4,4.47,1.01192471,13.46,9.472, 112.00 Bil ,1.12308E+11,"$8,154 ","$44,489 ",1.346659052,35.02,0.0063
MNSO,MINISO Group Holding Limited,27.84,undefined,None,3.7,undefined,-27.06,7.415, 7.41 Bil ,784752768,$0 ,$608 ,1.548387097,17.98,None
MOD,Modine Manufacturing Company,16.77,-105.6634704,-3.961,8.9,-6.300743613,-148.59,7.77, 1.16 Bil ,1195809408,$122 ,$958 ,5.240625,3.2,0.025899999
MODN,"Model N, Inc.",41.36,-76.35073171,-0.459,100,-1.846004152,-8562.27,637.029, 1.46 Bil ,1438411648,$18.30 ,$211.70 ,1.889447236,21.89,0.083000004
MOGU,MOGU Inc.,1.7,undefined,-0.519,N/A,undefined,-3.69,5.92, 62.36 Mil ,-642369920,($26.03),$66.34 ,1.868131868,0.91,None
MOH,Molina Healthcare Inc,250.83,340.3746481,11.23,11.27,1.356993374,9.42,10.876, 10.84 Bil ,11115740160,"$1,816 ","$7,436 ",1.828606838,137.17,0.018
MOS,Mosaic Company (The),35.55,41.58536585,1.75,7,1.169771191,14.51,13.13, 18.08 Bil ,17828268032,$412 ,"$10,035 ",3.714733542,9.57,0.019299999
MOTV,Motive Capital Corp,9.77,undefined,None,,undefined,Not Found!,None, 510.26 Mil ,504044992,$,$0.04 ,1.016649324,9.61,0.0021
MOV,Movado Group Inc.,31.83,-172.9337979,-4.8,15,-5.433044232,-4.92,15.813, 619.78 Mil ,613149952,$65.20 ,$291.90 ,3.692575406,8.62,0.0647
MP,MP Materials Corp.,31.88,undefined,None,54.77,undefined,-180.05,114.348, 4.96 Bil ,5072030208,$,$220.40 ,3.259713701,9.78,None
MPA,Blackrock MuniYield Pennsylvani,14.99,undefined,0.64,N/A,undefined,Not Found!,None, 199.89 Mil ,335784544,$5.90 ,$137.88 ,1.183109708,12.67,0.0007
MPC,Marathon Petroleum Corporation,53.89,-40.39273589,-15.142,-6.76,-0.749540469,-9.29,97.804, 75.88 Bil ,75798200320,($368),"$55,906 ",2.460730594,21.9,0.056799997
MPLN,MultiPlan Corporation,7.66,undefined,None,N/A,undefined,49.72,32.064, 9.57 Bil ,9415747584,$,"$5,725.70 ",1.397810219,5.48,0.0493
MPLX,MPLX LP,26.56,-53.90981185,-0.801,35.4,-2.029736892,32.22,10.62, 49.15 Bil ,50189799424,"$3,338 ","$22,429 ",2.222594142,11.95,0.0444
MPV,Barings Participation Investors,13.25,undefined,0.599,N/A,undefined,Not Found!,None, 144.42 Mil ,141453824,$8.51 ,$19.03 ,1.296477495,10.22,None
MPW,"Medical Properties Trust, Inc.",22.46,-19.74480836,0.81,-24.4,-0.8791099,19.61,19.105, 21.61 Bil ,21489451008,$618 ,"$9,485 ",1.467973856,15.3,0.027
MPX,Marine Products Corporation,17.94,16.16655052,0.57,10,0.901145514,21.27,21.979, 559.92 Mil ,578381376,$27.80 ,$34.90 ,2.363636364,7.59,0.0318
MQT,Blackrock MuniYield Quality Fun,14.05,undefined,0.476,N/A,undefined,Not Found!,None, 316.02 Mil ,517195744,$19.25 ,$202.52 ,1.216450216,11.55,0.0003
MQY,Blackrock MuniYield Quality Fun,15.95,undefined,0.56,N/A,undefined,Not Found!,None, 488.87 Mil ,796439040,$23.53 ,$308.44 ,1.184112843,13.47,0.0019
MRC,MRC Global Inc.,8.57,-135.9691986,-3.774,15,-15.86571746,-8.68,42.446, 1.81 Bil ,1528072320,$250 ,"$1,076 ",2.448571429,3.5,0.0708
MRK,"Merck & Company, Inc.",77.36,73.30675958,2.78,8.7,0.947605475,16.53,11.601, 218.95 Bil ,2.21222E+11,"$5,569 ","$66,184 ",1.078639152,71.72,0.0083
MRO,Marathon Oil Corporation,11.04,31.26017561,-1.832,-19.63,2.831537646,12.31,8.428, 13.92 Bil ,13526398976,$130 ,"$7,395 ",3.066666667,3.6,0.039300002
MS,Morgan Stanley,81.96,149.7887247,7.645,4.28,1.827583269,Not Found!,None, 301.00 Bil ,-8446759936,"($26,675)","$1,012,713 ",2.306783,35.53,0.0067
MSA,MSA Safety Incorporated,158.72,123.912892,3.05,18,0.780701184,30.04,22.752, 6.38 Bil ,6459631104,$158 ,"$1,063 ",1.671440607,94.96,0.0481
