TICKER SYMBOL,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,ENTERPRISE VALUE/EBITDA,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL LIABILITIES
IBP,110.88,212.0336842105263,3.27,36.30,1.912280701754386, 15.38 , 3.84 Bil ,$147 Mil ,$868 Mil 
IBUY,124.18,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ICD,3.3,-441.8193421052632,-19.694,7.00,-133.88464912280705, -4.11 , 157.07 Mil ,$-13.94 Mil ,$166.18 Mil 
ICE,111.68,104.93001315789475,3.77,10.73,0.939559573405218, 20.8 , 80.57 Bil ,"$2,471 Mil ","$106,666 Mil "
ICF,57.81,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ICOL,10.24,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ICOW,31.217,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ICSH,50.499695,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ICVT,98.162476,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IDA,99.97,75.34855263157897,4.69,2.60,0.753711639807732, 12.77 , 6.77 Bil ,$77 Mil ,"$4,529 Mil "
IDE,12.151,undefined,None,,undefined,Not Found!, 232.70 Mil ,$0.00 Mil ,$3.42 Mil 
IDEV,64.6,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IDHD,26.9601,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IDHQ,29.1974,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IDIV,10.2987,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IDLV,30.4,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IDMO,32.5193,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IDNA,45.71,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IDOG,27.405,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IDRV,46.12,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IDT,22.66,undefined,1.655,N/A,undefined, 7.35 , 472.62 Mil ,$2 Mil ,$334 Mil 
IDU,79.56,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IDV,31.48,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IDX,19.1649,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IECS,31.66,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IEDI,41.7276,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IEFA,72.05,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IEFN,29.5254,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IEHS,38.749,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IEIH,32.34,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IEME,36.6,undefined,None,,undefined,Not Found!," 506,000.00 ",$ Mil ,$0.85 Mil 
IEMG,64.36,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IEO,48.68,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IETC,48.5295,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IEUR,53.97,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IEV,50.24,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IEX,209.32,143.00000000000003,4.94,11.50,0.6831645327727882, 27.14 , 16.24 Bil ,$518 Mil ,"$1,874 Mil "
IEZ,13.41,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IFF,139.61,85.95197368421054,3.21,10.00,0.615657715666575, 42.71 , 38.37 Bil ,$522 Mil ,"$7,233 Mil "
IFFT,49.04,undefined,3.21,,undefined, 42.71 , - ,$522.30 Mil ,"$7,232.64 Mil "
IFN,21.45,undefined,2.338,,undefined,Not Found!, 585.17 Mil ,$0.00 Mil ,$24.20 Mil 
IFRA,34.64,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IFS,29.9,undefined,None,7.40,undefined,Not Found!, 1.33 Bil ,"$3,415 Mil ","$21,245 Mil "
IG,25.8627,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IGA,9.373,undefined,-0.661,N/A,undefined,Not Found!, 170.35 Mil ,$0.00 Mil ,$7.47 Mil 
IGBH,25.55,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IGC,1.79,undefined,-0.223,N/A,undefined, -9.98 , 79.70 Mil ,$-12.48 Mil ,$2.69 Mil 
IGD,5.66,undefined,-0.359,N/A,undefined,Not Found!, 547.94 Mil ,$0.00 Mil ,$19.75 Mil 
IGE,27.57,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IGEB,52.666,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IGHG,76.93785,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IGI,21.41,undefined,None,N/A,undefined,Not Found!, 230.84 Mil ,$0.00 Mil ,$0.91 Mil 
IGLB,66.4842,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IGLD,19.8111,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IGM,360.85,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IGN,67.2687,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IGR,7.81,undefined,-0.152,N/A,undefined,Not Found!, 1.20 Bil ,$-100.23 Mil ,$301.97 Mil 
IGRO,64.8676,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IGT,16.05,-245.5467473684211,-4.386,30.18,-15.298862764387607, 34.95 , 11.92 Bil ,$611 Mil ,"$11,431 Mil "
IGV,341.42,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IHAK,38.2,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IHC,39.85,undefined,1.28,N/A,undefined,Not Found!, 533.62 Mil ,$51.4 Mil ,$613.4 Mil 
IHD,7.82,undefined,None,,undefined,Not Found!, 151.16 Mil ,$0.00 Mil ,$0.92 Mil 
IHDG,41.2921,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IHE,177.65,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IHF,251.77,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IHG,68.9,-263.70690789473684,-1.429,119.00,-3.8273861813459624, 691.84 , 15.40 Bil ,$61 Mil ,"$6,888 Mil "
IHI,330.36,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IHIT,9.25,undefined,-1.729,,undefined,Not Found!, 223.29 Mil ,$14.27 Mil ,$80.22 Mil 
IHT,2.43,undefined,-0.219,N/A,undefined, -11.85 , 29.72 Mil ,$-1.79 Mil ,$11.38 Mil 
IHTA,9.69,undefined,None,,undefined,Not Found!, 111.22 Mil ,$5.32 Mil ,$29.07 Mil 
IHY,25.4315,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IID,5.55,undefined,None,N/A,undefined,Not Found!, 46.35 Mil ,$0.00 Mil ,$0.72 Mil 
IIF,23.3124,undefined,1.137,N/A,undefined,Not Found!, 266.58 Mil ,$0.00 Mil ,$2.91 Mil 
IIGD,26.56,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IIGV,26.918,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IIIN,30.84,42.63223684210527,1.37,13.00,1.3823682503925185, 11.64 , 565.15 Mil ,$31.2 Mil ,$66.2 Mil 
IIM,15.67,undefined,0.417,N/A,undefined,Not Found!, 978.71 Mil ,$20.11 Mil ,$471.03 Mil 
IIPR,180.16,undefined,3.27,N/A,undefined, 44.68 , 4.49 Bil ,$110.8 Mil ,$243.1 Mil 
IJAN,26.045,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IJH,260.28,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IJJ,101.93,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IJK,78.37,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IJR,108.53,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IJS,100.74,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IJUL,24.3073,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ILCB,224.28,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ILCG,288.47,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ILCV,122.84,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ILF,27.61,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ILTB,68.3666,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IMAX,20.1,-158.6214473684211,-2.43,36.60,-7.891614296936372, -23.48 , 1.61 Bil ,$-32.3 Mil ,$533.7 Mil 
IMCB,251.445,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IMCG,378.15,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IMFL,26.01,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IMH,2.01,-75.08223684210527,-4.15,4.00,-37.354346687614566, 88.97 , 2.29 Bil ,$633.45 Mil ,"$2,353.66 Mil "
IMLP,11.1463,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IMO,24.18,-77.3465,-2.009,18.10,-3.198779983457403, 29.81 , 22.09 Bil ,$-36 Mil ,"$12,970 Mil "
IMOM,33.6698,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IMTB,50.9131,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IMTM,37.6,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
INCO,51.24,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
INDA,42.18,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
INDF,32.7945,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
INDL,47.08,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
INDO,6.22,undefined,-0.074,N/A,undefined, -8.99 , 37.94 Mil ,$-0.99 Mil ,$3.54 Mil 
INDS,38.84,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
INFL,27.11,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
INFO,96.78,38.51925,1.334,11.45,0.39800836949783014, 33.87 , 47.47 Bil ,$994 Mil ,"$7,978 Mil "
INFU,20.36,33.0,0.8,20.00,1.6208251473477406, 25.29 , 456.22 Mil ,$3.37 Mil ,$56.24 Mil 
INFY,18.72,14.09013157894737,0.59,8.00,0.7526779689608638, 18.71 , 78.90 Bil ,"$2,767 Mil ","$4,008 Mil "
ING,12.23,6.296052631578948,0.75,-2.70,0.5148039764169213,Not Found!, 35.27 Bil ,$0 Mil ,"$1,072,080 Mil "
INGR,89.92,77.52105263157895,5.15,1.90,0.8621113504401574, 9.88 , 7.78 Bil ,$489 Mil ,"$3,856 Mil "
INKM,34.6085,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
INMU,None,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
INN,10.16,undefined,-1.52,N/A,undefined, 448.68 , 2.27 Bil ,$-42.1 Mil ,"$1,181.0 Mil "
INS,40.91,undefined,0.91,N/A,undefined, 24.67 , 331.37 Mil ,$14.09 Mil ,$12.87 Mil 
INSI,20.45,undefined,1.33,N/A,undefined,Not Found!, 218.08 Mil ,$0.00 Mil ,$0.85 Mil 
INSP,206.99,-27.34128157894737,-2.194,0.11,-0.1320898670416318, -103.42 , 5.60 Bil ,$-55.5 Mil ,$51.4 Mil 
INSW,19.38,undefined,-0.195,N/A,undefined, 8.43 , 890.07 Mil ,$165.6 Mil ,$614.5 Mil 
INT,35.2,33.4125,1.71,5.00,0.94921875, 7.37 , 2.18 Bil ,$553 Mil ,"$2,587 Mil "
INTF,28.71,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
INTT,11.81,-3.0611842105263154,-0.09,15.00,-0.25920272739426886, 39.18 , 127.03 Mil ,$2.59 Mil ,$17.28 Mil 
INUV,1.02,-5.238026315789474,-0.094,30.00,-5.135319917440661, -33.61 , 114.09 Mil ,$-6.79 Mil ,$9.89 Mil 
INVH,31.99,9.771907894736842,0.35,10.79,0.30546758032937926, 23.92 , 26.40 Bil ,$524 Mil ,"$8,950 Mil "
IO,2.14,-100.10723684210525,-2.61,18.00,-46.779082636497776, 10.49 , 195.11 Mil ,$-19.2 Mil ,$264.7 Mil 
IOO,66.01,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IOR,11.14,undefined,1.011,,undefined, -29.22 , 46.43 Mil ,$4.31 Mil ,$0.01 Mil 
IP,54.07,60.61955263157895,1.22,25.83,1.121130990042148, 12.07 , 30.63 Bil ,"$2,312 Mil ","$23,850 Mil "
IPAC,66.57,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IPAY,66.79,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IPFF,16.4887,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IPG,29.2,17.454539473684214,0.89,5.05,0.597758201153569, 16.8 , 14.18 Bil ,"$1,680 Mil ","$15,099 Mil "
IPI,32.56,154.33550000000002,-2.09,-59.52,4.740033783783784, 43.63 , 478.09 Mil ,$14.7 Mil ,$138.9 Mil 
IPO,62.18,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IPOE,17.15,undefined,None,,undefined,Not Found!, 1.74 Bil ,$ Mil ,$0.11 Mil 
IPOF,10.71,undefined,None,,undefined,Not Found!, 1.53 Bil ,$ Mil ,$0.11 Mil 
IPOS,34.7548,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IQDE,23.7688,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IQDF,25.69,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IQDG,37.08,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IQDY,30.2996,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IQI,12.97,undefined,0.357,N/A,undefined,Not Found!, 891.92 Mil ,$34.76 Mil ,$441.66 Mil 
IQIN,32.0089,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IQLT,36.44,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IQM,43.2695,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IQSI,28.5117,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IQSU,33.8124,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IQV,193.14,48.328355263157896,1.43,14.85,0.25022447583699853, 23.73 , 49.26 Bil ,"$1,343 Mil ","$18,284 Mil "
IR,49.21,-3.2005657894736843,-0.09,16.07,-0.06503893089765667, 38.9 , 23.05 Bil ,$866 Mil ,"$6,869 Mil "
IRBO,43.14,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IRL,11.28,undefined,-0.316,N/A,undefined,Not Found!, 55.38 Mil ,$0.00 Mil ,$0.27 Mil 
IRM,37.01,17.553394736842105,1.189,1.70,0.4742878880530155, 14.69 , 21.55 Bil ,$534 Mil ,"$13,013 Mil "
IRR,3.233,undefined,None,N/A,undefined,Not Found!, 72.85 Mil ,$0.00 Mil ,$0.63 Mil 
IRS,3.89,91.48815789473684,2.94,13.00,23.51880665674469, 1.79 , 1.04 Bil ,$40.2 Mil ,"$1,325.2 Mil "
IRT,15.2,3.0872368421052636,0.158,5.00,0.20310768698060946, 22.59 , 2.53 Bil ,$37.6 Mil ,"$1,022.1 Mil "
ISCB,225.576,undefined,None,,undefined,Not Found!, 9.92 Bil ,$94.2 Mil ,$669.1 Mil 
ISCF,34.98,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ISCG,300.44,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ISCV,168.75,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ISD,15.66,undefined,None,,undefined,Not Found!, 701.74 Mil ,$45.89 Mil ,$189.95 Mil 
ISDR,21.93,undefined,0.56,N/A,undefined, 16.83 , 68.02 Mil ,$4.39 Mil ,$6.75 Mil 
ISMD,35.59,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ISR,1.09,undefined,-0.046,N/A,undefined, -48.96 , 153.69 Mil ,$-3.05 Mil  ,$2.74 Mil 
ISRA,44.25,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ISVL,34.55,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ISWN,24.0743,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ISZE,30.8417,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IT,182.55,79.04368421052631,2.96,9.95,0.43299744842797205, 28.37 , 18.75 Bil ,$819 Mil ,"$6,226 Mil "
ITA,104.11,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ITB,67.865,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ITCB,5.86,undefined,1.5,N/A,undefined,Not Found!, 10.63 Bil ,"$4,297 Mil ","$43,544 Mil "
ITEQ,64.9726,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ITGR,92.1,62.388815789473696,2.33,10.00,0.6774029944568263, 18.27 , 3.72 Bil ,$130 Mil ,"$1,101 Mil "
ITM,51.1697,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ITOT,91.6,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ITP,0.6604,-8.6625,-0.21,20.00,-13.117050272562084, 8.93 , 90.81 Mil ,$-5.0 Mil ,$24.8 Mil 
ITRG,2.71,undefined,None,,undefined, -6.03 , 125.98 Mil ,$-17.93 Mil ,$47.10 Mil 
ITT,90.91,26.77978947368421,0.826,13.90,0.2945747384631417, 24.65 , 7.21 Bil ,$372 Mil ,"$2,150 Mil "
ITUB,4.9574,4.8197368421052635,0.333,1.50,0.9722307746208222,Not Found!, 67.43 Bil ,"$10,821 Mil ","$362,456 Mil "
ITW,221.52,150.17822368421054,6.63,7.15,0.6779443106004448, 22.72 , 75.81 Bil ,"$2,571 Mil ","$12,430 Mil "
IVAL,28.85,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IVC,8.02,-22.22434210526316,-0.83,10.00,-2.771114975718598, 20.04 , 507.69 Mil ,$-0.4 Mil ,$612.1 Mil 
IVDG,11.828,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IVE,141.24,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IVES,48.08,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IVH,13.64,undefined,None,,undefined,Not Found!, 311.58 Mil ,$45.12 Mil ,$94.65 Mil 
IVLC,12.74,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IVLU,25.29,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IVOG,194.4175,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IVOL,28.58,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IVOO,176.45,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IVOV,156.261,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IVR,4.01,-146.0519210526316,-9.893,1.70,-36.421925449534065,Not Found!, 1.36 Bil ,$170.46 Mil ,"$7,265.69 Mil "
IVRA,13.0034,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IVSG,12.3644,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IVV,397.82,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IVW,65.11,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IVZ,25.22,18.317894736842106,1.13,2.70,0.7263241370674903, 16.94 , 23.74 Bil ,"$1,115 Mil ","$21,695 Mil "
IWB,223.83,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWC,146.95,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWD,151.55,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWDL,28.95,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWF,243.04,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWFH,28.2138,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWFL,22.4483,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWL,94.73,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWM,220.94,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWML,25.3967,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWN,159.47,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWO,300.74,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWP,102.06,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWR,73.93,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWS,109.3,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWV,237.23,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWX,63.6936,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWY,134.54,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IX,84.79,118.41789473684209,7.305,2.70,1.3966021315820507,Not Found!, 54.71 Bil ,"$2,973 Mil ","$99,449 Mil "
IXC,24.65,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IXG,73.39,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IXJ,77.06,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IXN,307.72,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IXP,80.38,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IXSE,30.6447,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYC,74.83,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYE,26.23,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYF,74.87,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYG,171.27,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYH,252.44,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYJ,105.69,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYK,176.99,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYLD,23.43,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYM,125.57,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYR,91.94,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYT,257.63,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYW,87.7,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYY,99.86,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYZ,32.33,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IZRL,31.45,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
J,129.27,undefined,None,11.88,undefined, 31.61 , 18.27 Bil ,$944 Mil ,"$6,624 Mil "
JAAA,50.4579,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JAGG,26.8204,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JANZ,26.3015,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JAX,9.64,undefined,-1.527,N/A,undefined, -13.5 , 237.70 Mil ,$-1.3 Mil ,$127.0 Mil 
JBGS,31.79,-10.709078947368424,-0.49,6.60,-0.33686942269167736, 28.49 , 6.08 Bil ,$169.0 Mil ,"$2,873.3 Mil "
JBL,52.16,92.05263157894736,2.4,18.00,1.7648127219890215, 6.51 , 10.28 Bil ,$64 Mil ,"$12,392 Mil "
JBT,133.34,92.24368421052633,3.39,10.30,0.6917930419268511, 20.72 , 4.79 Bil ,$218 Mil ,"$1,169 Mil "
JCE,15.21,undefined,None,N/A,undefined,Not Found!, 241.69 Mil ,$0.00 Mil ,$2.01 Mil 
JCI,59.67,41.00397631578948,1.242,14.31,0.6871790902595857, 23.51 , 50.29 Bil ,"$1,973 Mil ","$22,601 Mil "
JCO,8.39,undefined,None,,undefined,Not Found!, 311.87 Mil ,$45.22 Mil ,$98.35 Mil 
JCPB,53.80445,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JCTR,53.4489,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JDD,9.48,undefined,-0.904,N/A,undefined,Not Found!, 263.05 Mil ,$37.17 Mil ,$85.54 Mil 
JDIV,31.06,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JDST,12.29,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JEF,30.1,168.5330263157895,4.394,18.00,5.599103864311943, 4.38 , 8.30 Bil ,"$3,455 Mil ","$43,555 Mil "
JELD,27.69,38.42763157894737,0.9,21.00,1.3877801220277128, 12.55 , 4.09 Bil ,$259 Mil ,"$2,960 Mil "
JEMA,48.7333,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JEMD,7.9,undefined,None,,undefined,Not Found!, 111.43 Mil ,$21.77 Mil ,$33.09 Mil 
JEPI,57.7717,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JEQ,9.02,undefined,1.09,N/A,undefined,Not Found!, 122.02 Mil ,$0.00 Mil ,$0.43 Mil 
JETS,26.91,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JFR,9.66,undefined,-0.942,,undefined,Not Found!, 760.20 Mil ,$123.15 Mil ,$346.76 Mil 
JGH,15.47,undefined,None,,undefined,Not Found!, 508.20 Mil ,$56.23 Mil ,$163.00 Mil 
JGLD,22.95,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHAA,9.95,undefined,None,,undefined,Not Found!, 102.35 Mil ,$7.31 Mil ,$29.22 Mil 
JHB,9.37,undefined,None,,undefined,Not Found!, 409.60 Mil ,$250.14 Mil ,$0.48 Mil 
JHCS,37.1366,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHEM,30.61,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHG,31.15,18.97630263157895,0.87,6.57,0.6091910957168203, 14.53 , 4.42 Bil ,$628 Mil ,"$1,957 Mil "
JHI,17.99,undefined,0.075,N/A,undefined,Not Found!, 159.25 Mil ,$11.49 Mil ,$88.53 Mil 
