TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,EV/EBITDA RATIO,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY,RSI,INSIDER OWNERSHIP,PRESENT VALUE,DILLUTED PRESENT VALUE,PERCENT_DROP_SINCE_SEPTEMBER,,,
SLV,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,#VALUE!,#VALUE!
SLVM,N/A,N/A,undefined,N/A,24.61,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,0.543595702,0.554436903,N/A,0.010841201,#VALUE!,#VALUE!
SLVP,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,#VALUE!,#VALUE!
SLVX,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,#VALUE!,#VALUE!
SLWS,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,#VALUE!,#VALUE!
SLX,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,#VALUE!,#VALUE!
SLYG,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,#VALUE!,#VALUE!
SLYV,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,#VALUE!,#VALUE!
SM,N/A,N/A,undefined,N/A,13.66,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,2.804007772,2.907366423,N/A,0.103358651,#VALUE!,#VALUE!
SMA,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,5.419793688,-20.51530918,N/A,-25.93510287,#VALUE!,#VALUE!
SMAX,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,#VALUE!,#VALUE!
SMAY,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,#VALUE!,#VALUE!
SMBS,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,#VALUE!,#VALUE!
SMC,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,6.044316656,5.362634043,N/A,-0.681682613,#VALUE!,#VALUE!
SMBK,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,Not Found!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,21.11364928,21.03702391,N/A,-0.076625366,#VALUE!,#VALUE!
SMB,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,#VALUE!,#VALUE!
SMCP,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,#VALUE!,#VALUE!
SMDD,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,#VALUE!,#VALUE!
SMDV,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,#VALUE!,#VALUE!
SMCY,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,#VALUE!,#VALUE!
SMDX,Intech S&P Small-Mid Cap Divers,26.5928,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.308250111,1.29128745,26.248,20.327,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,1.607821721,#VALUE!,#VALUE!,#VALUE!
SMFG,N/A,N/A,undefined,N/A,10.66,undefined,N/A,undefined,Not Found!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,-9733.474034,-10064.7796,N/A,-331.3055679,#VALUE!,#VALUE!
SMHB,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,#VALUE!,#VALUE!
SMG,N/A,N/A,undefined,N/A,11.88,undefined,N/A,undefined,2.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,-13.19938758,-13.80134614,N/A,-0.601958558,#VALUE!,#VALUE!
SMHI,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,#VALUE!,#VALUE!
SMIG,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,#VALUE!,#VALUE!
SMIN,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,#VALUE!,#VALUE!
SMIZ,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,#VALUE!,#VALUE!
SMJF,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,11.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,#VALUE!,#VALUE!
SMLF,iShares U.S. Small-Cap Equity F,86.62,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.329751305,1.313785692,85.58,65.14,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0.254627859,#VALUE!,#VALUE!,#VALUE!
SMLL,Harbor Active Small Cap ETF,20.8183,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.120709518,1.100640612,20.4455,18.576,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,1.305599868,#VALUE!,#VALUE!,#VALUE!
SMMD,iShares Russell 2500 ETF,89.64,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.371921823,1.35569874,88.58,65.339,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0.741735916,#VALUE!,#VALUE!,#VALUE!
SMLV,State Street SPDR US Small Cap ,153.031,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.260136693,1.241147892,150.725,121.44,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,2.396121194,#VALUE!,#VALUE!,#VALUE!
SMMU,Short Term Municipal Bond Activ,50.45,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.008596561,1.007397041,50.39,50.02,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0.079349638,#VALUE!,#VALUE!,#VALUE!
SMMV,iShares MSCI USA Small-Cap Min ,44.6325,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.088066797,1.072891273,44.01,41.02,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0.932833035,#VALUE!,#VALUE!,#VALUE!
SMN,ProShares UltraShort Materials,19.0665,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.032854821,1.062508126,19.6139,18.46,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-4.6675,#VALUE!,#VALUE!,#VALUE!
SMOG,VanEck Low Carbon Energy ETF,146.687,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.363135396,1.348620946,145.1251,107.61,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-3.742371161,#VALUE!,#VALUE!,#VALUE!
SMOT,VanEck Morningstar SMID Moat ET,38.77,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.158696952,1.138971907,38.11,33.46,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-0.869344426,#VALUE!,#VALUE!,#VALUE!
SMOX,Horizon Small/Mid Cap Core Equi,30.0392,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.198930353,1.187471563,29.7521,25.055,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,1.5627019,#VALUE!,#VALUE!,#VALUE!
SMP,"Standard Motor Products, Inc.",39.29,48.38976,3.72,7.76,1.231604989,1.2253344,13.47722641,N/A,1600706176,64903876,59207000,-791027624,2.659,770937024,1.334125637,1.285568761,37.86,29.45,0.0399,2.915288265,22263279,USD,United States,850234624,none,6.745,0.770857143,37.92206975,0.965183755,Consumer Cyclical,Auto Parts,N/A,0.05163,-1.859206325,-1.882934729,-0.050881131,-0.023728404,-41.17293473,-0.04792402
SMR,NuScale Power Corporation,9.89,-82.5616,-2.2,38.41,-8.347987867,2.8174386,-21.13341012,N/A,2481563136,-161970368,890129024,-2688604800,2.572,5683000,1.117514124,1.110734463,9.83,8.85,0.1997,-0.467979372,346105785,USD,United States,3578733824,hold,-12.213,-0.691171477,-17.56232988,-1.775766419,Industrials,Specialty Industrial Machinery,N/A,0.01976,-17.26725136,-3.760519701,-17.58333333,13.50673166,-13.6505197,-0.38023455
SMRF,"ALPS Nautilus SMR, Nuclear & Te",27.08,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.223125565,1.238897922,27.4292,22.14,N/A,undefined,N/A,None,N/A,N/A,none,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-4.310951484,#VALUE!,#VALUE!,#VALUE!
SMRT,"SmartRent, Inc.",1.08,undefined,-0.13,N/A,undefined,0.89390147,-29.49721897,N/A,114914112,-7060500,98821000,-107515736,0.512,5470000,1.244239631,1.221198157,1.06,0.868,0.010299999,-0.036613621,192838069,USD,United States,206336736,none,-4.962,-0.223312331,undefined,undefined,Technology,Software - Application,N/A,0.115380004,-0.246006016,-0.251045471,-6.896549045,-0.005039455,-1.331045471,-0.23244951
SMTH,ALPS Smith Core Plus Bond ETF,25.81,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.014544025,1.011792453,25.74,25.44,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0.291429523,#VALUE!,#VALUE!,#VALUE!
SMU,Tradr 2X Long SMR Daily ETF,8.53,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.158967391,1.141304348,8.4,7.36,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-35.28072987,#VALUE!,#VALUE!,#VALUE!
SMUP,T-REX 2X Long SMR Daily Target ,6.6298,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.157033159,1.163490401,6.6668,5.73,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-34.61735922,#VALUE!,#VALUE!,#VALUE!
SMWB,Similarweb Ltd.,5.05,-25.3064,-0.35,81.88,-5.011168317,18.17164,17.612881,N/A,416516736,25117000,65257000,-361357624,0.745,39391000,2.274774775,2.157657658,4.79,2.22,0.0083,0.286721974,87600541,USD,Israel,426614624,buy,-35.551,-1.599954995,20.73114558,4.105177342,Technology,Software - Application,N/A,0.17173,-0.071481109,-0.073072614,16.62817757,-0.001591506,-5.123072614,-0.014469825
SMZ,Tradr 2X Short SMR Daily ETF,25.7,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.778546713,1.443944637,20.865,14.45,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,27.9880483,#VALUE!,#VALUE!,#VALUE!
SN,"SharkNinja, Inc.",136.28,89.51808,4.96,14.06,0.6568688,6.8499336,89.68185541,7.9,19635488768,215053504,511774016,-18389689024,3.616,860865984,1.639557267,1.60587103,133.48,83.12,0.1279,1.519593895,141520379,USD,United States,18901463040,strong_buy,17.941,1.83258427,27.42563062,0.201244721,Consumer Cyclical,"Furnishings, Fixtures & Appliances",N/A,0.41484,3385.140548,466.9104191,10.37498878,-2918.230129,330.6304191,3.426111088
SNAP,Snap Inc.,5.16,undefined,-0.24,N/A,undefined,3.8599346,10.75062655,-0.63,9929646080,673405888,2822883072,-5032059648,1.703,4201579008,1.354330709,1.233595801,4.7,3.81,0.1038,0.479972026,1403010701,USD,United States,7854942720,hold,-41.005,-3.015073529,undefined,undefined,Communication Services,Internet Content & Information,N/A,0.22982,-7.401156715,-16.10414713,-14.99176517,-8.702990418,-21.26414713,-3.120958747
SNA,Snap-On Incorporated,389.39,undefined,19.35,N/A,undefined,3.314411,19.24108277,7.65,19743547392,1048337472,1752800000,-17997198592,33.837,1300199936,1.290139818,1.257935193,379.67,301.82,0.0775,20.23742658,51801916,USD,United States,19749998592,hold,14.063,0.841591861,undefined,undefined,Industrials,Tools & Accessories,N/A,0.02395,148.3624401,158.954967,2.768542167,10.59252692,-230.435033,0.408215329
SNAV,Mohr Sector Nav ETF,38.5641,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.235237028,1.218866111,38.053,31.22,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-1.208882331,#VALUE!,#VALUE!,#VALUE!
SNDA,"Sonida Senior Living, Inc.",34.87,undefined,-5.84,N/A,undefined,1.8295964,41.48541796,N/A,3169377536,39796248,84466000,-1557502128,1.81,1622356992,1.473795435,1.440828402,34.09,23.66,0.0448,0.840536307,47346257,USD,United States,1641968128,none,64.573,4.553808181,undefined,undefined,Healthcare,Medical Care Facilities,N/A,0.09849,-0.28808906,-0.198200335,5.125118857,0.089888725,-35.06820034,-0.005683979
SNDG,Leverage Shares 2X Long SNDK Da,22.56,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.242544732,2.125248509,21.38,10.06,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,22.21019024,#VALUE!,#VALUE!,#VALUE!
SNDQ,Tradr 2X Short SNDK Daily ETF,3.62,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.179153094,1.081433225,3.32,3.07,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-32.46268825,#VALUE!,#VALUE!,#VALUE!
SNDR,"Schneider National, Inc.",37.02,25.09248,0.56,47.51,0.677808752,2.049052,18.60998795,N/A,6616801792,183200000,265100000,-5923793184,1.514,398800000,1.840875186,1.749129786,35.175,20.11,0.1247,1.989254378,92094808,USD,United States,6188893184,buy,11.484,0.796393897,89.13451017,2.407739335,Industrials,Trucking,N/A,0.50361,25.10390047,27.59247887,-0.215629319,2.488578393,-9.427521134,0.745339786
SNDU,T-REX 2X Long SNDK Daily Target,57.84,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.370629371,3.190268065,54.745,17.16,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-59.34490879,#VALUE!,#VALUE!,#VALUE!
SNK,N/A,13.67,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.375251509,1.200211268,11.9301,9.94,N/A,undefined,N/A,None,N/A,N/A,none,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-10.36065574,#VALUE!,#VALUE!,#VALUE!
SNN,"Smith & Nephew SNATS, Inc.",30.5,21.6216,1.43,10.4,0.708904918,12.072427,14.73892105,N/A,67533828096,876625024,557000000,-12181348032,0.262,3327000064,1.059395623,1.037165683,29.86,28.79,0.007900001,2.069350931,423623181,USD,United Kingdom,12738348032,buy,50.549,3.106883835,31.28858608,1.025855281,Healthcare,Medical Devices,N/A,0.00011,-40.9198734,-33.61013354,-1.134523103,7.309739853,-64.11013354,-1.101971592
SNOU,T-REX 2X Long SNOW Daily Target,36.5,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.472882969,3.245004757,34.105,10.51,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-5.538300785,#VALUE!,#VALUE!,#VALUE!
SNOV,FT Vest U.S. Small Cap Moderate,26.8471,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.18269163,1.178854626,26.76,22.7,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0.34423787,#VALUE!,#VALUE!,#VALUE!
SNOW,Snowflake Inc.,238.32,-149.22016,-3.53,44.34,-0.626133602,41.908504,47.48595567,N/A,82418810880,1739497728,2954998016,-78329638656,8.526,2772094976,2.014539307,1.949450549,230.62,118.3,0.0629,5.018747051,346600000,USD,United States,81284636672,strong_buy,-73.153,-3.292214221,212.1524754,0.890200048,Technology,Software - Application,N/A,0.02874,38.76546145,30.42097692,-2.399866022,-8.344484524,-207.8990231,0.127647604
SNOY,YieldMax SNOW Option Income Str,10.37,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.680713128,1.636952998,10.1,6.17,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-1.143944459,#VALUE!,#VALUE!,#VALUE!
SNPD,Xtrackers S&P Dividend Aristocr,29.822,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.157506598,1.150054339,29.63,25.764,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,2.763609682,#VALUE!,#VALUE!,#VALUE!
SNPE,Xtrackers S&P 500 Scored & Scre,68.98,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.307429871,1.288002274,67.955,52.76,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-0.289101336,#VALUE!,#VALUE!,#VALUE!
SNPG,Xtrackers S&P 500 Growth Scored,59.5647,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.310698647,1.301689955,59.1553,45.445,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0.437905225,#VALUE!,#VALUE!,#VALUE!
SNTH,MRP SynthEquity ETF,30.0713,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.167817476,1.15223301,29.67,25.75,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-1.502458815,#VALUE!,#VALUE!,#VALUE!
SNX,TD SYNNEX Corporation,282.11,258.95888,12.02,18.43,0.917935841,2.5790827,18.67950937,2.84,26274744320,1214118144,1562557056,-21320019328,19.437,5158170112,2.288367943,2.279850746,281.06,123.28,0.020599999,15.10264507,80391093,USD,United States,22882576384,buy,12.967,1.164003591,325.3713853,1.153349351,Technology,Electronics & Computer Distribution,N/A,0.04927,-295.305039,-133.0402526,1.635620764,162.2647864,-415.1502526,-0.471589992
SNXX,Tradr 2X Long SNDK Daily ETF,36.01,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.47272003,10.8451135,34.0401,3.13875,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,21.69651847,#VALUE!,#VALUE!,#VALUE!
SO,Southern Company (The),94.31,50.64232,3.91,7.69,0.536977203,2.8098998,-26.91538307,N/A,1.8413E+11,-3950000128,981000000,-1.03328E+11,0.87,76004999168,1.125417661,1.101610979,92.315,83.8,0.026400002,-3.503944186,1127301098,USD,United States,1.04309E+11,hold,13.177,1.126239316,-45.38308509,-0.481211803,Utilities,Utilities - Regulated Electric,N/A,0.00098,-12.48053782,-11.90590043,2.93603708,0.574637397,-106.2159004,-0.126242185
